"MimosaID","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice"
"ML1022265F35AC794D","2022-08-10","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Autre","Masculin","14-35",8,"Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1019X005522","2022-08-10","Par téléphone","High","High","No","Souhaite ne pas répondre","Oui","Satisfait","Guinée","Niger","Masculin","14-35",4,"Non","En espèces","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui"
"LY1022002098","2022-08-10","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Autre","Lybie","Féminin","36+",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2022-08-10","Par téléphone","High","High","No","Pire","Partiellement","Très satisfait","Guinée","Algerie","Masculin","14-35",2,"Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"DZ1021006676","2022-08-11","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"Non","En espèces","Transport","Moi uniquement","Non","Non","0","Non","Oui"
"CH5021X005744","2022-08-10","Par téléphone","Low","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Autre","0","Non","Oui"
"CH1022X007938X1","2022-08-12","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",6,"Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1022004031","2022-08-12","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Pas satisfait","Autre","Lybie","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
"CH1022X007986X1","2022-08-12","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",1,"Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1020006714","2022-07-22","Terrain/bureau OIM","Low","Low","No","Ne sait pas","Oui","Pas satisfait","Autre","Lybie","Féminin","14-35",1,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1021007770","2022-07-23","Terrain/bureau OIM","High","Low","No","Pire","Oui","OK","Autre","Lybie","Féminin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1021007556","2022-07-23","Terrain/bureau OIM","High","Low","No","Pire","Oui","OK","Autre","Lybie","Masculin","14-35",4,"Non","En nature","Autre","Moi et d'autres","Oui","Non","0","Non","Oui"
"EG1019003987","2022-07-24","Terrain/bureau OIM","High","Low","No","Pire","Oui","OK","Autre","Lybie","Masculin","14-35",2,"Non","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui"
"TD1022001219","2022-07-24","Terrain/bureau OIM","Low","Low","No","Pire","Oui","OK","Autre","Lybie","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2022-07-25","Terrain/bureau OIM","High","Low","No","Pire","Oui","OK","Autre","Lybie","Masculin","14-35",5,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1019X000331X1","2022-08-14","Par téléphone","High","High","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",1,"Non","En espèces","Transport","Moi uniquement","Non","Non","0","Non","Oui"
"CH1022X000593X1","2022-08-15","Par téléphone","High","High","No","Identique","Oui","OK","Guinée","Niger","Masculin","14-35",2,"Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
NA,"2022-08-15","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",3,"Non","En nature","Elevage","Moi et d'autres","Non","Autre","1+","Non","Oui"
"CH1022X009722X1","2022-08-08","Par téléphone","High","High","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",1,"Non","En nature","Transport","Moi et d'autres","Non","Autre","1","Non","Oui"
"DZ102152346107465D","2022-08-15","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",4,"Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui"
"CH5021X013311X1","2022-08-15","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",8,"Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Oui","Oui"
"CH1022X007566X1","2022-08-15","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",8,"Non","Mixte","Transport","Moi uniquement","Oui","Autre","1","Non","Oui"
"CH1022X000544X1","2022-08-15","Par téléphone","High","High","No","Pire","Partiellement","Satisfait","Guinée","Niger","Masculin","14-35",1,"Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"CH5021X014967X1","2022-08-15","Par téléphone","High","High","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",0,"Non","En nature","Autre","Moi et d'autres","Non","Autre","1","Non","Oui"
"CH5021X012725X1","2022-08-15","Par téléphone","High","High","Yes","Identique","Partiellement","Satisfait","Guinée","Niger","Masculin","14-35",1,"Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2022-08-15","Par téléphone","High","High","Yes","Identique","Non","Satisfait","Guinée","Niger","Masculin","14-35",1,"Non","En nature","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui"
"LY1021006092","2022-08-16","Par téléphone","Low","High","No","Pire","Oui","Pas satisfait","Guinée","Lybie","Masculin","14-35",4,"Non","En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui"
"LY1021006097","2022-08-16","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","14-35",2,"Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2022-08-10","Par téléphone","High","Low","Yes","Pire","Oui","Satisfait","Guinée","Algerie","Masculin","14-35",0,"Non","Mixte","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui"
"CH5021X014694X1","2022-08-10","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"Non","Mixte","Commerce","Moi et d'autres","Non","Non","0","Non","Oui"
"CH5021X012690X1","2022-08-16","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",1,"Non","En nature","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui"
"CH5021X012691X1","2022-08-16","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",1,"Non","En nature","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui"
"CH5021X012626X1","2022-08-16","Par téléphone","High","High","Yes","Pire","Partiellement","Satisfait","Guinée","Niger","Masculin","14-35",0,"Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"CH1022X014342X1","2022-08-17","Terrain/bureau OIM","High","High","No","Identique","Oui","Satisfait","Guinée","Niger","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"LY1021008839","2022-08-17","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","14-35",2,"Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"CH1022X009823X1","2022-08-17","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",6,"Non","En nature","Commerce","Moi uniquement","Non","Autre","1","Non","Oui"
"LY1021008841","2022-08-18","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","36+",0,"Non","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui"
"CH5021X005793","2022-08-16","Par téléphone","Low","Low","Yes","Pire","Partiellement","Satisfait","Guinée","Algerie","Masculin","14-35",2,"Non","En espèces","Autre","Moi uniquement","Non","Autre","0","Non","Oui"
"CH1022X014123X1","2022-08-18","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",0,"Non","En nature","Commerce","Moi et d'autres","Non","Autre","1","Non","Oui"
"MA1018001480","2022-08-18","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Maroc","Masculin","14-35",1,"Non","En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021002781","2022-08-18","Par téléphone","Low","High","No","Pire","Oui","Très satisfait","Guinée","Maroc","Féminin","14-35",3,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021003343","2022-08-18","Par téléphone","Low","Low","No","Pire","Oui","Pas satisfait","Guinée","Maroc","Féminin","14-35",3,"Non","En espèces","Autre","Moi uniquement","Non","Non","0","Non","Non"
"MA1021004177","2022-08-18","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Guinée","Maroc","Féminin","14-35",3,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021004300","2022-08-18","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Guinée","Maroc","Féminin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"CH1022X003991X1","2022-08-19","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",2,"Non","En nature","Autre","Moi uniquement","Non","Autre","1+","Non","Oui"
"NE1022X001661","2022-08-19","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Autre","Niger","Masculin","14-35",0,"Non","En nature","Autre","Moi uniquement","Oui","Autre","1","Oui","Oui"
"NE1019X038341X1","2022-08-19","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",3,"Non","En espèces","Elevage","Moi et d'autres","Oui","Autre","1","Non","Oui"
"NE1022X000967","2022-08-19","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Autre","Niger","Masculin","14-35",1,"Oui","En nature","Commerce","Moi uniquement","Oui","Autre","1","Non","Non"
"NE1022X003731X1","2022-08-20","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Oui","Autre","1+","Non","Oui"
"NE1022X003616X1","2022-08-20","Terrain/bureau OIM","High","Low","Yes","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1022X003720","2022-08-20","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",0,"Non","Mixte","Commerce","Moi uniquement","Oui","Autre","1+","Non","Oui"
NA,"2022-08-20","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1019X078508X1","2022-08-17","Terrain/bureau OIM","Low","High","No","Identique","Partiellement","Satisfait","Autre","Algerie","Masculin","36+",5,"Non","En espèces","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Non"
"NE1021x051029","2022-08-21","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Autre","Autre","Féminin","36+",0,"Oui","Mixte","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui"
"NE1021X051030","2022-08-21","Terrain/bureau OIM","Low","Low","No","Souhaite ne pas répondre","Oui","Très satisfait","Autre","Autre","Féminin","36+",0,"Oui","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1022004033","2022-08-21","Terrain/bureau OIM","High","Low","No","Souhaite ne pas répondre","Oui","Très satisfait","Autre","Lybie","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui"
"LY1021011528","2022-07-25","Terrain/bureau OIM","High","Low","No","Pire","Oui","OK","Autre","Lybie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2022-07-26","Terrain/bureau OIM","High","Low","No","Pire","Oui","OK","Autre","Lybie","Masculin","14-35",1,"Non","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1022X000846","2022-08-22","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",0,"Non","En espèces","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui"
"NE1022X000842","2022-08-22","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Oui","Autre","1+","Non","Oui"
NA,"2022-08-22","Terrain/bureau OIM","Low","Low","No","Identique","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",1,"Non","En nature","Commerce","Moi uniquement","Oui","Autre","1+","Non","Oui"
"CH1022X003427X1","2022-08-17","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Guinée","Algerie","Masculin","14-35",0,"Non","Mixte","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui"
"CH1022X003423X1","2022-08-17","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",4,"Non","Mixte","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui"
NA,"2022-08-18","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Maroc","Masculin","14-35",1,"Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"LY10222BC5F81000A5","2022-08-23","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","36+",9,"Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"TY1022006463","2022-08-23","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Autre","Lybie","Masculin","14-35",2,"Non","Mixte","Commerce","Moi uniquement","Oui","Autre","1+","Non","Oui"
"TN1021003302","2022-08-23","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Autre","Autre","Masculin","14-35",3,"Non","En espèces","Commerce","Moi et d'autres","Oui","Autre","1","Non","Non"
"NE1022X001643","2022-08-19","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",0,"Non","En nature","Autre","Moi uniquement","Oui","Autre","1+","Non","Non"
"NE1021X051894X1","2022-08-23","Terrain/bureau OIM","Low","Low","No","Pire","Partiellement","OK","Autre","Algerie","Masculin","14-35",1,"Non","En nature","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui"
"LY1021003618","2022-08-23","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Autre","Lybie","Masculin","36+",3,"Non","En espèces","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui"
"NE1021X050036X1","2022-08-23","Terrain/bureau OIM","High","Low","No","Pire","Oui","Pas satisfait","Autre","Algerie","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui"
"NE1022X002611","2022-08-24","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Autre","Niger","Féminin","14-35",1,"Non","En espèces","Autre","Moi et d'autres","Oui","Autre","1","Non","Oui"
"LY1021007808","2022-08-24","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Autre","Lybie","Masculin","14-35",1,"Non","En espèces","Autre","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2022-08-24","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",3,"Oui","En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1","Non","Oui"
"NE1021X050039","2022-08-24","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",0,"Oui","En espèces","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui"
"LY102245132EF22DFC","2022-08-24","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"NE1021X050032","2022-08-24","Terrain/bureau OIM","Low","Low","No","Ne sait pas","Oui","Très satisfait","Autre","Lybie","Masculin","14-35",0,"Oui","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1022X001665","2022-08-24","Terrain/bureau OIM","High","Low","No","Ne sait pas","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",0,"Non","Mixte","Commerce","Moi uniquement","Oui","Autre","1+","Non","Oui"
"NE1022X002626","2022-08-23","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Autre","Niger","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"TD1021001444","2022-08-23","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Autre","Niger","Féminin","14-35",1,"Oui","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2022-08-25","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"Non","Mixte","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui"
"LY1021010551","2022-08-25","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Autre","Lybie","Féminin","14-35",1,"Non","En espèces","Commerce","Moi et d'autres","Oui","Non","0","Non","Oui"
"CH1022X013168X1","2022-08-25","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",1,"Non","Mixte","Commerce","Moi uniquement","Non","Autre","1","Non","Oui"
"LY1022BOCB149C5667","2022-08-25","Terrain/bureau OIM","Low","High","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",1,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1021010579","2022-08-25","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",2,"Oui","En espèces","Autre","Moi et d'autres","Oui","Non","0","Non","Oui"
"NE1021X049324","2022-08-25","Terrain/bureau OIM","High","Low","Yes","Pire","Non","OK","Autre","Lybie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Autre","1+","Non","Oui"
NA,"2022-08-25","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Autre","Autre","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Oui","Autre","1+","Non","Oui"
"LY1021011529","2022-08-25","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1022004417","2022-08-26","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Autre","Lybie","Masculin","36+",0,"Non","Mixte","Autre","Moi uniquement","Oui","Autre","1+","Non","Oui"
"DZ1021DA6C03A49EAD","2022-08-26","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","36+",4,"Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1022X002631X1","2022-08-26","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",1,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"LY1022006463","2022-08-26","Terrain/bureau OIM","High","High","No","Identique","Oui","Satisfait","Autre","Lybie","Masculin","14-35",2,"Non","Mixte","Commerce","Moi uniquement","Oui","Autre","1+","Non","Oui"
"CH5021X014928X1","2022-08-26","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",6,"Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"CH5021X012654X1","2022-08-26","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",6,"Non","En nature","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui"
"LY1021010564","2022-08-26","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Autre","Lybie","Féminin","14-35",0,"Oui","En espèces","Commerce","Moi uniquement","Oui","Autre","1","Oui","Oui"
NA,"2022-08-26","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",0,"Non","En espèces","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui"
NA,"2022-08-26","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Autre","Lybie","Masculin","14-35",0,"Non","En espèces","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui"
"NE10222X002612","2022-08-26","Terrain/bureau OIM","Low","Low","Yes","Pire","Oui","OK","Autre","Lybie","Féminin","14-35",0,"Oui","En espèces","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui"
"TD10211C9FC0286A65","2022-08-27","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Autre","Niger","Masculin","36+",11,"Oui","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui"
"CH1022X003416X1","2022-08-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","14-35",2,"Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2022-08-28","Terrain/bureau OIM","Low","High","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"GM10225552CD73FEC2","2022-08-29","Terrain/bureau OIM","Low","Low","Yes","Ne sait pas","Non","Très satisfait","Autre","Autre","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"GM10228EC455A27896","2022-08-29","Terrain/bureau OIM","Low","Low","Yes","Ne sait pas","Partiellement","Très satisfait","Autre","Autre","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"GM10220E6D5C6F2044","2022-08-29","Terrain/bureau OIM","Low","Low","Yes","Ne sait pas","Non","Satisfait","Autre","Autre","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"LY1022002630","2022-08-29","Par téléphone","Low","Low","Yes","Ne sait pas","Oui","Très satisfait","Autre","Lybie","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1022004486","2022-08-29","Par téléphone","Low","Low","Yes","Ne sait pas","Oui","Très satisfait","Autre","Lybie","Masculin","36+",4,"Non","En nature","Autre","Moi et d'autres","Oui","Non","0","Non","Oui"
"CH5021X013254X1","2022-08-29","Terrain/bureau OIM","High","High","Yes","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1022008567","2022-08-29","Par téléphone","Low","Low","No","Ne sait pas","Oui","Satisfait","Autre","Lybie","Masculin","14-35",2,"Non","En nature","Autre","Moi et d'autres","Oui","Non","0","Non","Oui"
"CH1022X014388X1","2022-08-30","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",5,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"DZ10219EDD5043B465","2022-08-30","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"GM10222A3B0FB91511","2022-08-30","Par téléphone","Low","Low","Yes","Ne sait pas","Non","Très satisfait","Autre","Autre","Masculin","14-35",8,"Oui","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui"
"MR10228ED3FBEBF4D1","2022-08-30","Terrain/bureau OIM","Low","Low","Yes","Ne sait pas","Oui","Très satisfait","Autre","Autre","Masculin","14-35",0,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Non"
"NE1022X002082X1","2022-08-30","Terrain/bureau OIM","Low","Low","Yes","Ne sait pas","Oui","Très satisfait","Autre","Niger","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"DZ1021B28100D1C2E4","2022-08-30","Par téléphone","Low","Low","Yes","Pire","Oui","Très satisfait","Guinée","Maroc","Féminin","14-35",0,"Non","Mixte","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui"
"NE1022D0DFEDFA553C","2022-08-30","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",0,"Non","Mixte","Autre","Moi et d'autres","Oui","Non","0","Non","Oui"
"GM1022353CBB1D7AB7","2022-08-30","Par téléphone","Low","Low","No","Ne sait pas","Oui","Très satisfait","Autre","Autre","Masculin","14-35",6,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"GM102252F5FD32B311","2022-08-30","Par téléphone","Low","Low","No","Ne sait pas","Non","Satisfait","Autre","Autre","Masculin","14-35",5,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"CH1022X009956X1","2022-08-30","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",0,"Non","En nature","Autre","Moi et d'autres","Non","Autre","1","Non","Oui"
"LY10220F6AC7F7F13B","2022-08-30","Terrain/bureau OIM","Low","Low","Yes","Ne sait pas","Oui","Très satisfait","Autre","Lybie","Masculin","14-35",3,"Oui","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui"
"LY102269CA549A281A","2022-08-30","Terrain/bureau OIM","Low","Low","Yes","Ne sait pas","Oui","Très satisfait","Autre","Lybie","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1022007915","2022-08-30","Terrain/bureau OIM","Low","Low","No","Ne sait pas","Oui","Très satisfait","Autre","Lybie","Masculin","14-35",3,"Non","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Non"
"NE1022X003367X1","2022-08-30","Terrain/bureau OIM","Low","Low","No","Ne sait pas","Oui","Très satisfait","Autre","Niger","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"LY1022002567","2022-08-30","Terrain/bureau OIM","Low","Low","Yes","Ne sait pas","Oui","Très satisfait","Autre","Lybie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"CH5020X010667X1","2022-08-31","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1019X025064X1","2022-08-14","Par téléphone","High","High","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",8,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CH5022X000373X1","2022-08-10","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",8,"Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1019X037602X1","2022-08-14","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",8,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1022X003437X1","2022-08-30","Par téléphone","High","High","No","Mieux","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",0,"Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
