"ID","EconomicScore","SocialScore","PsychoSocialScore","CompositeScore","migration_duration","TrainingDuration","MBSupportDuration","MBAssistanceDuration","sex","age","return_country","origin_country","FinancialServices","Training","SocialSupport","MaterialAssistance","MedicalSupport","PsychosocialSupport","MicrobusinessFormOfAssistance"
"LY1021009101",0.5225000000000001,0.7216666666666667,0.91,0.7183333333333334,36,1,230,102,"Homme",25,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1021009102",0.7899999999999999,0.7216666666666667,0.9624999999999999,0.8108333333333334,36,1,203,129,"Homme",22,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1021009112",0.7575,0.7216666666666667,0.9874999999999999,0.8133333333333335,18,1,200,134,"Homme",24,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1021009177",0.905,0.76,0.9574999999999999,0.8525000000000003,3,0,2,341,"Homme",42,"Libye","Autre","Yes","No","No","No","No","No","KND"
"LY102100923",0.7725,0.5633333333333334,0.945,0.7966666666666667,3,0,0,0,"Femme",26,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"LY1021009598",0.715,0.7683333333333334,0.8474999999999999,0.7816666666666666,3,5,257,78,"Homme",29,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1021009653",0.6775,0.78,0.8674999999999999,0.7900000000000001,12,1,199,136,"Homme",28,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1021009682",0.71,0.5291666666666667,0.945,0.7733333333333334,1,5,257,77,"Homme",22,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1021009693",0.5599999999999999,0.49916666666666665,0.8200000000000001,0.6233333333333333,3,5,257,78,"Homme",30,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1021009809",0.6225,0.7125000000000001,0.6950000000000001,0.6625000000000001,30,0,112,167,"Femme",30,"Libye","Autre","No","No","Yes","No","Yes","Yes","KND"
"LY1021009855",0.685,0.26166666666666666,0.7675,0.5883333333333334,7,5,134,194,"Femme",32,"Libye","Autre","Yes","Yes","No","No","No","No","KND"
"LY1021009925",0.6775,0.56,0.6325,0.6525000000000001,1,0,94,181,"Homme",19,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1021009990",0.5775,0.7216666666666667,0.72,0.7033333333333334,23,0,0,0,"Femme",28,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"LY1021010006",0.28250000000000003,0.6008333333333334,0.7474999999999999,0.4641666666666666,2,0,113,188,"Femme",28,"Libye","Guinee Conakry","No","No","No","No","No","Yes","CAS, KND"
"LY1021010091",0.5475,0.45499999999999996,0.6300000000000001,0.5675,35,5,127,199,"Homme",43,"Libye","Autre","Yes","Yes","No","No","No","No","KND"
"LY1021010346",0.4,0.5316666666666667,0.3975000000000001,0.4083333333333334,0,4,0,0,"Femme",40,"Libye","Autre","Yes","Yes","No","No","No","No","Unknown"
"LY1021010412",0.68,0.5266666666666667,0.585,0.6208333333333335,1,0,85,191,"Homme",19,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"Ly1021010520",0.1925,0.4625,0.5525000000000001,0.4025000000000001,0,0,0,0,"Femme",25,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"LY1021010569",0.6975,0.48916666666666664,0.8300000000000001,0.6583333333333333,1,4,91,222,"Homme",39,"Libye","Autre","Yes","Yes","No","No","No","No","KND"
"LY1021010588",0.5449999999999999,0.5041666666666667,0.8474999999999999,0.6308333333333334,7,4,196,104,"Homme",52,"Libye","Autre","No","Yes","No","No","No","No","KND"
"LY1021010714",0.8724999999999999,0.4725,0.815,0.7525000000000002,5,5,257,78,"Homme",32,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1021010731",0.5025,0.7216666666666667,0.9624999999999999,0.7358333333333333,24,1,154,130,"Homme",32,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1021010874",0.51,0.5233333333333334,0.5775,0.5616666666666668,2,0,78,197,"Homme",27,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1021010876",0.815,0.7216666666666667,0.9125,0.7883333333333333,24,1,148,136,"Femme",22,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1021011066",0.5974999999999999,0.6900000000000002,0.8674999999999999,0.7325,9,1,151,133,"Femme",23,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1021011120",0.5475,0.7216666666666667,0.9874999999999999,0.7533333333333334,12,1,151,132,"Femme",28,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1021011292",0.61,0.6683333333333333,0.9874999999999999,0.7191666666666667,48,1,151,135,"Femme",25,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1021011388",0.2675,0.4866666666666667,0.785,0.5233333333333333,2,0,197,78,"Homme",21,"Libye","Autre","No","No","No","No","Yes","Yes","Unknown"
"LY1021011440",0.6775,0.48333333333333334,0.6975,0.6416666666666667,0,4,173,139,"Femme",24,"Libye","Autre","Yes","Yes","No","No","No","No","KND"
"LY1021011529",0.6475,0.5975,0.7525,0.6925000000000001,2,5,43,287,"Homme",25,"Libye","Autre","No","Yes","No","No","No","No","KND"
"LY1021011878",0.5075000000000001,0.30333333333333334,0.6900000000000001,0.5191666666666667,3,4,57,239,"Homme",32,"Libye","Autre","Yes","Yes","No","No","No","No","KND"
"LY1021011937",0.31000000000000005,0.7716666666666666,0.4775,0.4758333333333333,3,0,144,79,"Homme",25,"Algérie","Autre","No","No","No","No","No","No","CAS"
"LY1021012148",0.72,0.56,0.5725,0.6475000000000001,1,0,93,184,"Homme",20,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1021012154",0.8724999999999999,0.6291666666666665,0.7875000000000001,0.8008333333333334,5,0,161,18,"Homme",25,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1021012163",0.8724999999999999,0.78,0.86,0.8525000000000001,0,0,147,133,"Homme",29,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1021012169",0.5549999999999999,0.38416666666666666,0.5425,0.5183333333333333,2,0,203,174.5,"Homme",26,"Libye","Autre","No","No","No","No","No","No","CAS"
"LY102103A11BB582B3",0.76,0.44916666666666666,0.85,0.7233333333333334,0,6,330,27,"Homme",25,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY10212A77C2CDAAE8",0.7725000000000001,0.6508333333333334,0.8324999999999999,0.7541666666666668,2,6,331,24,"Homme",26,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY10212B1998AD4235",0.875,0.5933333333333333,0.8624999999999999,0.7766666666666668,4,3,330,25,"Homme",36,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY1021305C1DA85A93",0.335,0.545,0.8650000000000001,0.5925,5,0,49,358,"Homme",44,"Libye","Autre","Yes","No","No","No","No","No","KND"
"LY10213C34982558D5",0.8125,0.6816666666666666,0.65,0.7133333333333335,8,0,2,331,"Femme",27,"Libye","Mali","Yes","No","Yes","Yes","Yes","No","KND"
"LY10213D8F0130B8EC",0.78,0.7291666666666666,0.875,0.8158333333333335,0,3,269,87,"Homme",23,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY10213FFA93E7C07A",0.6799999999999999,0.8675000000000002,0.9749999999999999,0.8625000000000003,0,6,290,65,"Homme",30,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY1021504BC2A93720",0.73,0.7141666666666666,0.9749999999999999,0.8283333333333335,3,6,104,244,"Homme",36,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY102155758180FC7C",0.57,0.8341666666666667,0.9749999999999999,0.8133333333333335,3,3,331,23,"Homme",30,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY102164712AF0DCCD",0.6425000000000001,0.23083333333333333,0.6675000000000001,0.5641666666666667,2,6,330,25,"Homme",30,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY102168B917D7E780",0.7949999999999999,0.8908333333333335,0.9324999999999999,0.8741666666666668,2,3,274,74,"Homme",45,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY10216BAA0ED3632C",0.8099999999999999,0.8425,0.905,0.8675000000000002,0,6,129,219,"Homme",41,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY1021777DADA9D3D7",0.55,0.6908333333333333,0.6625,0.6316666666666667,7,6,189,146,"Femme",27,"Libye","Mali","Yes","Yes","Yes","Yes","Yes","No","KND"
"LY10217C1E76A60E8B",0.7875,0.8141666666666667,0.9324999999999999,0.8508333333333334,3,6,126,222,"Homme",37,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY10217E61013583F2",0.72,0.6008333333333333,0.875,0.7716666666666668,3,4,305,27,"Femme",30,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY10218C00EED8FAB7",0.5750000000000001,0.5566666666666666,0.8274999999999999,0.6758333333333334,9,6,194,182,"Femme",33,"Algérie","Mali","Yes","Yes","Yes","Yes","No","No","KND"
"LY10218D599BA783F0",0.88,0.4433333333333333,0.7400000000000001,0.6816666666666668,3,6,2,338,"Homme",21,"Libye","Mali","Yes","Yes","No","No","No","Yes","KND"
"LY102196AEDB3AD301",0.745,0.46166666666666667,0.875,0.6808333333333334,4,3,130,219,"Homme",64,"Libye","Autre","No","Yes","Yes","Yes","No","No","CAS"
"LY10219E624E998164",0.6025,0.8308333333333334,0.8875,0.7716666666666667,1,6,274,77,"Homme",24,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY1021A35E0D72234A",0.17750000000000002,0.24999999999999997,0.6900000000000001,0.395,2,0,0,0,"Femme",26,"Libye","Autre","No","No","Yes","No","Yes","No","Unknown"
"LY1021C032BEABACF7",0.6,0.8091666666666666,0.9749999999999999,0.8258333333333335,0,6,268,81,"Homme",37,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY1021C0AD0489FD94",0.84,0.39666666666666667,0.95,0.7408333333333335,6,3,130,217,"Femme",21,"Libye","Autre","No","Yes","Yes","Yes","No","No","CAS"
"LY1021D1E767137553",0.6399999999999999,0.8508333333333334,0.9749999999999999,0.8391666666666668,2,3,126,221,"Homme",30,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY1021D2B045B392BA",0.875,0.6225,0.8324999999999999,0.7825000000000001,4,3,155,200,"Homme",29,"Libye","Autre","No","Yes","Yes","No","No","No","CAS"
"LY1021DAC787E1D8B5",0.6025,0.8033333333333333,0.9324999999999999,0.7941666666666668,0,6,330,26,"Homme",31,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY1021E2D62846F5DF",0.6925,0.6483333333333333,0.845,0.7741666666666668,3,4,305,27,"Homme",30,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1021E4CFEB08774C",0.57,0.8675000000000002,0.9450000000000001,0.8150000000000002,2,6,290,64,"Homme",31,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY1021ED7F1CF468A1",0.6799999999999999,0.8325,0.7824999999999999,0.7350000000000002,2,6,267,80,"Homme",38,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY1021F4A412667F50",0.5150000000000001,0.6208333333333333,0.8624999999999999,0.6916666666666668,5,3,182,178,"Homme",26,"Libye","Autre","No","Yes","No","No","No","No","CAS"
"LY1022001024",0.59,0.6633333333333333,0.6775000000000001,0.6216666666666667,3,5,194,77,"Homme",23,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022001197",0.30000000000000004,0.49,0.785,0.5325,2,0,154,121,"Homme",22,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022001212",0.5875,0.5266666666666667,0.6625,0.6133333333333334,2,0,78,201,"Homme",24,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022001225",0.6875,0.5266666666666667,0.6675000000000001,0.6408333333333334,1,0,85,195,"Homme",24,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022001239",0.6875,0.5266666666666667,0.615,0.6283333333333334,2,0,97,183,"Homme",28,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022001243",0.5475,0.5666666666666667,0.7225,0.5883333333333334,2,0,78,199,"Homme",34,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022001244",0.85,0.54,0.9025000000000001,0.7925000000000002,4,0,104,176,"Homme",25,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022001246",0.3175,0.6241666666666666,0.64,0.5308333333333333,0,0,93,184,"Homme",22,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022001261",0.6425,0.5591666666666666,0.8400000000000001,0.7133333333333334,1,0,85,188,"Homme",22,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022001451",0.865,0.7491666666666665,0.9199999999999999,0.8608333333333336,4,7,147,119,"Femme",27,"Libye","Niger","No","Yes","No","No","No","No","KND"
"Ly1022001522",0.675,0.8425,0.9025000000000001,0.8300000000000002,5,0,0,0,"Femme",27,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"LY1022001664",0.7424999999999999,0.5975,0.815,0.7575000000000002,1,6,224,27,"Femme",27,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1022001666",0.7675,0.555,0.7599999999999999,0.7400000000000001,1,4,224,27,"Femme",21,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1022001726",0.7424999999999999,0.6083333333333334,0.845,0.7741666666666669,2,38,90,161,"Femme",25,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY102200176",0.84,0.5258333333333334,0.945,0.7991666666666669,3,0,0,0,"Homme",21,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"LY1022001826",0.7025,0.6275000000000001,0.8950000000000001,0.7675000000000002,1,0,85,93,"Homme",25,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022001865",0.57,0.7200000000000002,0.8574999999999999,0.7324999999999999,2,35,176,78,"Homme",24,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022001866",0.9299999999999999,0.7500000000000002,0.7175,0.8225000000000001,4,5,176,77,"Homme",36,"Libye","Niger","No","Yes","No","No","No","Yes","Unknown"
"LY1022001879",0.5399999999999999,0.6841666666666666,0.9449999999999998,0.7358333333333335,2,1,168,83,"Homme",23,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1022001921",0.595,0.7133333333333335,0.8574999999999999,0.7241666666666666,4,5,176,79,"Homme",31,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022001931",0.65,0.6633333333333333,0.8274999999999999,0.7241666666666667,5,0,194,77,"Femme",30,"Libye","Niger","No","No","No","No","No","No","Unknown"
"LY1022001934",0.485,0.6633333333333333,0.8574999999999999,0.6891666666666666,2,5,176,78,"Homme",24,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022001935",0.44999999999999996,0.4749999999999999,0.7849999999999999,0.5975,3,0,176,78,"Femme",27,"Libye","Niger","No","No","No","No","No","No","Unknown"
"Ly1022001938",0.3675,0.6625000000000001,0.7725000000000001,0.5800000000000001,1,0,0,0,"Homme",39,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"LY1022001950",0.5449999999999999,0.78,0.8274999999999999,0.7324999999999999,4,5,176,78,"Homme",28,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022002034",0.665,0.54,0.9025000000000001,0.7375000000000002,2,0,147,130,"Homme",28,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022002038",0.7725,0.4866666666666667,0.915,0.7158333333333334,2,0,112,163,"Homme",28,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022002049",0.635,0.5358333333333333,0.76,0.6591666666666668,1,0,106,173,"Homme",31,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022002081",0.48750000000000004,0.6825000000000001,0.5275,0.615,2,0,78,199,"Homme",24,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022002115",0.545,0.6233333333333334,0.7125,0.5641666666666667,3,5,158,79,"Homme",34,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"Ly102200212",0.3775,0.7233333333333333,0.8500000000000001,0.6691666666666667,8,0,0,0,"Homme",28,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"LY1022002121",0.525,0.41333333333333333,0.8274999999999999,0.6191666666666668,7,5,158,78,"Homme",36,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022002124",0.48,0.7216666666666667,0.7374999999999999,0.6233333333333333,3,5,158,77,"Homme",25,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022002128",0.8975,0.6508333333333333,0.9149999999999999,0.8391666666666668,3,1,151,80,"Homme",43,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1022002133",0.365,0.6633333333333333,0.6475000000000001,0.5341666666666667,3,5,158,77,"Homme",41,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022002147",0.47750000000000004,0.7150000000000001,0.8775,0.71,4,35,158,77,"Homme",30,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022002148",0.38,0.7175,0.8500000000000001,0.6875,1,5,158,77,"Homme",26,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022002153",0.6075,0.7450000000000001,0.8775,0.7575000000000001,3,2,158,79,"Homme",22,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022002162",0.4775,0.5466666666666666,0.7675,0.6033333333333333,4,5,158,79,"Homme",33,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022002192",0.6124999999999999,0.8441666666666667,0.7274999999999999,0.6933333333333334,3,5,158,78,"Homme",31,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022002222",0.4825,0.78,0.8775,0.7225,7,5,158,79,"Homme",28,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022002231",0.705,0.4683333333333334,0.8625,0.6591666666666667,3,0,158,79,"Femme",23,"Libye","Niger","No","No","No","No","No","No","Unknown"
"LY1022002255",0.69,0.8166666666666667,0.9125,0.8133333333333335,6,5,158,77,"Homme",40,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022002301",0.3175,0.5358333333333333,0.8899999999999999,0.5741666666666666,3,1,151,79,"Homme",25,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1022002363",0.43499999999999994,0.7066666666666668,0.8775,0.6683333333333333,4,5,158,77,"Homme",39,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022002493",0.6425,0.7291666666666666,0.865,0.7758333333333335,3,5,158,77,"Homme",29,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022002507",0.865,0.7141666666666666,0.945,0.8608333333333336,8,1,117,113,"Homme",29,"Libye","Niger","No","Yes","No","No","No","No","KND"
"LY1022002508",0.72,0.7033333333333335,0.8474999999999999,0.7791666666666667,3,0,158,79,"Homme",39,"Libye","Niger","No","No","No","No","No","No","Unknown"
"LY1022002511",0.6625,0.7100000000000002,0.7675000000000001,0.7575000000000001,2,5,158,77,"Homme",30,"Libye","Niger","No","Yes","No","No","No","No","Unknown"
"LY1022002520",0.51,0.345,0.71,0.5050000000000001,4,4,91,194,"Femme",23,"Libye","Autre","Yes","Yes","No","No","No","No","KND"
"LY1022002523",0.8025,0.44416666666666665,0.835,0.7283333333333335,2,0,317,174.5,"Homme",27,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022002530",0.54,0.48249999999999993,0.9749999999999999,0.685,0,0,106,170,"Homme",32,"Libye","Autre","No","No","No","No","Yes","Yes","Unknown"
"LY1022002531",0.6875,0.7525000000000002,0.915,0.8200000000000002,0,0,138,138,"Homme",21,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022002537",0.7175,0.46749999999999997,0.7975000000000001,0.6875000000000001,5,0,109,170,"Homme",24,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022002539",0.7050000000000001,0.4283333333333333,0.87,0.6791666666666668,7,0,87,190,"Homme",25,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"Ly1022002550",0.5299999999999999,0.6000000000000001,0.9025000000000001,0.675,3,0,0,0,"Homme",27,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"LY1022002560",0.51,0.5566666666666666,0.5025000000000001,0.5458333333333333,3,0,85,190,"Homme",34,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
"LY1022002562",0.4525,0.53,0.5575,0.5425000000000002,3,0,48,128,"Homme",40,"Libye","Autre","No","No","No","No","Yes","Yes","KND"
