"","ID","interview_date","sex","age","migration_duration","return_country","origin_country","1_economic","2_food","3_borrow","4_borrow_freq","5_debt_ratio","6_employment","7_working","8_assets","9_searching_job","10_housing","11_housing_qual","12_education","13_school","14_justice","15_id","16_documentation","17_water","18_health","19_health_qual","21_socialize","22_network","23_community","24_safety","25_family_conflict","26_discrimination","27_distress","28_psy_support","29_able_to_stay","30_wish_vs_need_leave","1_economic_n","2_food_n","3_borrow_n","4_borrow_freq_n","5_debt_ratio_n","6_employment_n","7_working_n","8_assets_n","9_searching_job_n","10_housing_n","11_housing_qual_n","12_education_n","13_school_n","14_justice_n","15_id_n","16_documentation_n","17_water_n","18_health_n","19_health_qual_n","20_services_construct_n","21_socialize_n","22_network_n","23_community_n","24_safety_n","25_family_conflict_n","26_discrimination_n","27_distress_n","28_psy_support_n","29_able_to_stay_n","30_wish_vs_need_leave_n","29_30_remigration_construct","1_economic_dim_weight","1_economic_comp_weight","2_food_dim_weight","2_food_comp_weight","3_borrow_dim_weight","3_borrow_comp_weight","4_borrow_freq_dim_weight","4_borrow_freq_comp_weight","5_debt_ratio_dim_weight","5_debt_ratio_comp_weight","6_employment_dim_weight","6_employment_comp_weight","7_working_dim_weight","7_working_comp_weight","8_assets_dim_weight","8_assets_comp_weight","9_searching_job_dim_weight","9_searching_job_comp_weight","10_housing_dim_weight","10_housing_comp_weight","11_housing_qual_dim_weight","11_housing_qual_comp_weight","12_education_dim_weight","12_education_comp_weight","13_school_dim_weight","13_school_comp_weight","14_justice_dim_weight","14_justice_comp_weight","15_id_dim_weight","15_id_comp_weight","16_documentation_dim_weight","16_documentation_comp_weight","17_water_dim_weight","17_water_comp_weight","18_health_dim_weight","18_health_comp_weight","19_health_qual_dim_weight","19_health_qual_comp_weight","20_services_construct_dim_weight","20_services_construct_comp_weight","21_socialize_dim_weight","21_socialize_comp_weight","22_network_dim_weight","22_network_comp_weight","23_community_dim_weight","23_community_comp_weight","24_safety_dim_weight","24_safety_comp_weight","25_family_conflict_dim_weight","25_family_conflict_comp_weight","26_discrimination_dim_weight","26_discrimination_comp_weight","27_distress_dim_weight","27_distress_comp_weight","28_psy_support_dim_weight","28_psy_support_comp_weight","29_30_remigration_construct_dim_weight","29_30_remigration_construct_comp_weight","1_economic_dim_score","1_economic_comp_score","2_food_dim_score","2_food_comp_score","3_borrow_dim_score","3_borrow_comp_score","4_borrow_freq_dim_score","4_borrow_freq_comp_score","5_debt_ratio_dim_score","5_debt_ratio_comp_score","6_employment_dim_score","6_employment_comp_score","7_working_dim_score","7_working_comp_score","8_assets_dim_score","8_assets_comp_score","9_searching_job_dim_score","9_searching_job_comp_score","10_housing_dim_score","10_housing_comp_score","11_housing_qual_dim_score","11_housing_qual_comp_score","12_education_dim_score","12_education_comp_score","13_school_dim_score","13_school_comp_score","14_justice_dim_score","14_justice_comp_score","15_id_dim_score","15_id_comp_score","16_documentation_dim_score","16_documentation_comp_score","17_water_dim_score","17_water_comp_score","18_health_dim_score","18_health_comp_score","19_health_qual_dim_score","19_health_qual_comp_score","20_services_construct_dim_score","20_services_construct_comp_score","21_socialize_dim_score","21_socialize_comp_score","22_network_dim_score","22_network_comp_score","23_community_dim_score","23_community_comp_score","24_safety_dim_score","24_safety_comp_score","25_family_conflict_dim_score","25_family_conflict_comp_score","26_discrimination_dim_score","26_discrimination_comp_score","27_distress_dim_score","27_distress_comp_score","28_psy_support_dim_score","28_psy_support_comp_score","29_30_remigration_construct_dim_score","29_30_remigration_construct_comp_score","EconomicScore","SocialScore","PsychoSocialScore","CompositeScore"
"11","NE1022X001129","2022-10-18","Femme","30","9","Libye","Cameroun","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais",NA,"Acceptable","Oui","Terre","Oui","Faible","Acceptable","Acceptable","Oui","Je ne sais pas","Oui","Bien","Acceptable","Acceptable","Acceptable","Des fois ( 2 ou 3 fois le mois)","Mauvais","je ne suis pas d'accord ou pas d'accord","Je me sens très en sécurité tout le temps","Rarement( Une fois le mois ou pas tous les mois)","Parfois discriminé(C'est arrrivé plusieurs fois)","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Oui",NA,0.75,0.75,0,1,0.5,0.5,1,1,0,0.25,0.5,0.5,1,0.5,1,0.75,0.5,0.5,0.5,0.5,0.5,0.25,0.5,1,0.75,0.5,0,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.09,0.06,0,0,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.025,0.0075,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.06,0.02,0.0125,0.0075,0.075,0.02,0.1,0.05,0.09,0.0075,0.055,0,0,0,0,0,0.15,0.1,0.6175,0.535,0.5425,0.61
"12","NE1021X051713","2022-10-18","Homme","26","3","Niger","Tchad","Satisafait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Très souvent ( plusieurs fois dans la semaine/chaque jours)",NA,"Faible","Non","Aucun actif détenu","Non","Acceptable","Acceptable","Faible","Non - quelques uns mais pas tous","Très faible","Oui","Faible","Faible","Faible","Très faible","Souvent( au moins une fois la semaine)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non","Oui",NA,0.75,0,1,0,0.5,0.25,0,0,1,0.5,0.5,0.25,0.5,0,1,0.25,0.25,0.25,0,0.25,0.75,0.75,1,1,1,1,1,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0,0,0.08,0.02,0,0,0.04,0.02,0.0325,0.0075,0,0,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.0275,0.0075,0.035,0.01,0,0,0.05,0.05,0,0,0,0,0.05,0.015,0,0,0.02,0.01,0.09,0.03,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.395,0.2925,0.9575,0.56
"13","NE1021X051712","2022-10-17","Homme","61","3","Niger","Tchad","Satisafait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Jamais","Je souhaite ne pas répondre","Faible","Non","Aucun actif détenu","Non","Bien","Faible","Faible","Non","Faible","Oui","Faible","Faible","Faible","Faible","Souvent( au moins une fois la semaine)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.75,0,0,1,0.5,0.25,0,0,1,0.75,0.25,0.25,0,0.25,1,0.25,0.25,0.25,0.25,0.333333333333333,0.75,0.75,1,1,1,1,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0,0,0,0,0.1,0.02,0.04,0.02,0.0325,0.0075,0,0,0,0,0.13,0.03,0.075,0.0225,0.03,0.0075,0.0275,0.0075,0,0,0.03,0.01,0.05,0.05,0,0,0,0,0.05,0.015,0.0375,0.0075,0.0266666666666667,0.0133333333333333,0.09,0.03,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.075,0.03,0.1,0.03,0.15,0.1,0.415,0.326666666666667,0.9325,0.560833333333333
"14","NE1021X051714","2022-10-18","Homme","27","4","Niger","Tchad","Satisafait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Rarement( Une fois le mois ou pas tous les mois)","Je souhaite ne pas répondre","Faible","Non","Aucun actif détenu","Non","Faible","Acceptable","Faible","Non - quelques uns mais pas tous","Faible","Oui","Faible","Faible","Faible","Faible","Souvent( au moins une fois la semaine)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens en sécurité la plupart du temps","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Jamais discriminé","Jamais","Non","Oui",NA,0.75,0,0,0.75,0.5,0.25,0,0,1,0.25,0.5,0.25,0.5,0.25,1,0.25,0.25,0.25,0.25,0.25,0.75,0.75,1,0.75,0,1,1,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0,0,0,0,0.075,0.015,0.04,0.02,0.0325,0.0075,0,0,0,0,0.13,0.03,0.025,0.0075,0.06,0.015,0.0275,0.0075,0.035,0.01,0.03,0.01,0.05,0.05,0,0,0,0,0.05,0.015,0.0375,0.0075,0.02,0.01,0.09,0.03,0.0375,0.0225,0.15,0.04,0.075,0.0375,0,0,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.39,0.335,0.8125,0.5425
"15","NE1021X051715","2022-10-18","Homme","25","1","Niger","Tchad","Très satisfait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Très souvent ( plusieurs fois dans la semaine/chaque jours)",NA,"Faible","Non","Aucun actif détenu","Non","Bien","Bien","Faible","Non","Faible","Non","Faible","Faible","Faible","Faible","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Tres bon - un très fort réseau","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Jamais discriminé","Jamais","Non","Oui",NA,1,0,1,0,0.5,0.25,0,0,1,0.75,0.75,0.25,0,0.25,0,0.25,0.25,0.25,0.25,0.333333333333333,1,1,1,1,0,1,1,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.15,0.05,0,0,0.08,0.02,0,0,0.04,0.02,0.0325,0.0075,0,0,0,0,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0275,0.0075,0,0,0.03,0.01,0,0,0,0,0,0,0.05,0.015,0.0375,0.0075,0.0266666666666667,0.0133333333333333,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0,0,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.4325,0.336666666666667,0.88,0.555833333333333
"16","NE1021X053406","2022-10-18","Homme","18","1","Niger","Tchad","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais",NA,"Faible","Non","Aucun actif détenu","Non","Bien","Faible","Faible","Non","Faible","Oui","Acceptable","Acceptable","Acceptable","Acceptable","Jamais","Tres bon - un très fort réseau","Je suis d'accord - je sens fortement que je fais partie de la communauté","Neutre","Jamais","Jamais discriminé","Jamais","Non","Oui",NA,0.75,0.75,0,1,0.5,0.25,0,0,1,0.75,0.25,0.25,0,0.25,1,0.5,0.5,0.5,0.5,0.458333333333333,0,1,1,0.5,1,1,1,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.09,0.06,0,0,0.1,0.02,0.04,0.02,0.0325,0.0075,0,0,0,0,0.13,0.03,0.075,0.0225,0.03,0.0075,0.0275,0.0075,0,0,0.03,0.01,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0,0,0.05,0.03,0.15,0.04,0.05,0.025,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.505,0.424166666666667,0.83,0.610833333333333
"17","ET1022001671","2022-10-18","Homme","26","0","Niger","Cameroun","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Jamais",NA,"Faible","Oui","Terre","Non","Faible","Faible","Acceptable","Oui","Acceptable","Oui","Faible","Bien","Acceptable","Bien","Des fois ( 2 ou 3 fois le mois)","Mauvais","je suis un peu d'accord","Je me sens très en sécurité tout le temps","Jamais","Très souvent discriminé(Chaque semaine / Chaque jour)","Souvent( au moins une fois la semaine)","Oui","Oui",NA,0.75,0.75,1,1,0.5,0.25,1,1,1,0.25,0.25,0.5,1,0.5,1,0.25,0.75,0.5,0.75,0.458333333333333,0.5,0.25,0.75,1,1,0.25,0.25,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.09,0.06,0.08,0.02,0.1,0.02,0.04,0.02,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.025,0.0075,0.03,0.0075,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.1125,0.0225,0.0366666666666667,0.0183333333333333,0.06,0.02,0.0125,0.0075,0.1125,0.03,0.1,0.05,0.12,0.01,0.0275,0,0.025,0.01,0,0,0.15,0.1,0.795,0.539166666666667,0.6075,0.673333333333333
"18","MA1021003554","2022-10-18","Homme","36","6","Maroc","Cameroun","Satisafait","Souvent( au moins une fois la semaine)","Non","Jamais","Les dépenses sont plus importantes","Acceptable","Non","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable",NA,"Je ne sais pas","Oui","Acceptable","Très faible","Je ne sais pas","Je ne sais pas","Rarement( Une fois le mois ou pas tous les mois)","Mauvais","je suis un peu d'accord","Je me sens très en sécurité tout le temps","Rarement( Une fois le mois ou pas tous les mois)","Parfois discriminé(C'est arrrivé plusieurs fois)","Des fois ( 2 ou 3 fois le mois)","Oui","Oui",NA,0.75,0.25,0,1,1,0.5,0,1,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0,0.5,0.5,0.416666666666667,0.25,0.25,0.75,1,0.75,0.5,0.5,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.03,0.02,0,0,0.1,0.02,0.08,0.04,0.065,0.015,0,0,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0333333333333333,0.0166666666666667,0.03,0.01,0.0125,0.0075,0.1125,0.03,0.1,0.05,0.09,0.0075,0.055,0,0.05,0.02,0,0,0.15,0.1,0.4975,0.518333333333333,0.6,0.574166666666667
"19",NA,"2022-10-18","Homme","24","5","Maroc","Cameroun","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Acceptable",NA,"Je ne sais pas","Oui","Acceptable","Acceptable","Acceptable","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Jamais","Non","Oui",NA,0.75,0.75,1,0.75,1,0.25,1,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.25,0.5,1,1,0.75,1,1,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.03,0.01,0.025,0.015,0.15,0.04,0.1,0.05,0.09,0.0075,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.81,0.525,0.855,0.7525
"20","MA1021005456","2022-10-18","Homme","36","10","Maroc","Cameroun","Satisafait","Souvent( au moins une fois la semaine)","Non","Jamais",NA,"Acceptable","Oui","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Acceptable",NA,"Bien","Oui","Acceptable","Acceptable","Bien","Bien","Rarement( Une fois le mois ou pas tous les mois)","Correct","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Je souhaite ne pas répondre","Non","Oui",NA,0.75,0.25,0,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.75,1,0.5,0.5,0.75,0.75,0.583333333333333,0.25,0.5,0.75,0.75,1,1,0.5,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.03,0.02,0,0,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0466666666666667,0.0233333333333333,0.03,0.01,0.025,0.015,0.1125,0.03,0.075,0.0375,0.12,0.01,0.11,0,0.05,0.02,0.1,0.03,0.15,0.1,0.6875,0.649166666666667,0.7725,0.680833333333333
"21","NE1022X000208","2022-10-18","Homme","34","2","Niger","Cameroun","Satisafait","Souvent( au moins une fois la semaine)","Oui","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Bien","Oui","Je ne sais pas","Oui","Faible","Acceptable","Bien","Acceptable","Souvent( au moins une fois la semaine)","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens en sécurité la plupart du temps","Jamais","Parfois discriminé(C'est arrrivé plusieurs fois)","Souvent( au moins une fois la semaine)","Oui","Oui",NA,0.75,0.25,1,0,1,0.25,1,1,0,0.5,0.5,0.75,1,0.5,1,0.25,0.5,0.75,0.5,0.541666666666667,0.75,0.5,1,0.75,1,0.5,0.25,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.03,0.02,0.08,0.02,0,0,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.0433333333333333,0.0216666666666667,0.09,0.03,0.025,0.015,0.15,0.04,0.075,0.0375,0.12,0.01,0.055,0,0.025,0.01,0,0,0.15,0.1,0.545,0.640833333333333,0.69,0.651666666666667
"22","ML1021002410","2022-10-18","Femme","26","0","Algérie","Cameroun","Neutre","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais",NA,"Faible","Oui","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Je ne sais pas",NA,"Je ne sais pas","Oui","Faible","Bien","Bien","Je ne sais pas","Jamais","Correct","je ne suis pas d'accord ou pas d'accord","Je me sens en sécurité la plupart du temps","Rarement( Une fois le mois ou pas tous les mois)","Rarement discriminé( C'est arrivé une fois)","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.5,0.75,0,1,0.5,0.25,1,1,1,0.5,0.5,0.5,0.5,0.5,1,0.25,0.75,0.75,0.5,0.541666666666667,0,0.5,0.5,0.75,0.75,0.75,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.075,0.025,0.09,0.06,0,0,0.1,0.02,0.04,0.02,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.0433333333333333,0.0216666666666667,0,0,0.025,0.015,0.075,0.02,0.075,0.0375,0.09,0.0075,0.0825,0,0.075,0.03,0.1,0.03,0.15,0.1,0.6775,0.578333333333333,0.6725,0.669166666666667
"23","MA1021005419","2022-10-19","Homme","29","5","Maroc","Cameroun","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais",NA,"Bien","Oui","Bâtiments et structures","Non","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Oui","Acceptable","Bien","Bien","Bien","Rarement( Une fois le mois ou pas tous les mois)","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non","Oui",NA,0.75,0.75,0,1,0.5,0.75,1,1,1,0.5,0.5,0.5,1,0.5,1,0.5,0.75,0.75,0.75,0.583333333333333,0.25,0.5,1,1,1,1,1,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.09,0.06,0,0,0.1,0.02,0.04,0.02,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0466666666666667,0.0233333333333333,0.03,0.01,0.025,0.015,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.78,0.654166666666667,0.885,0.770833333333333
"24","LY1021011937","2022-10-19","Homme","25","3","Algérie","Cameroun","Insatisfait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Jamais",NA,"Faible","Oui","Aucun actif détenu","Oui","Bien","Bien","Acceptable",NA,"Acceptable","Oui","Très bien","Acceptable","Très bien","Très bien","Rarement( Une fois le mois ou pas tous les mois)","Bien","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Rarement( Une fois le mois ou pas tous les mois)","Rarement discriminé( C'est arrivé une fois)","Des fois ( 2 ou 3 fois le mois)","Oui","Non","BESOIN DE PARTIR - Par exemple, le manque d’emplois; le manque de sécurité; faibles revenus; le manque de services essentiels; la pression familiale; etc.",0.25,0,0,1,0.5,0.25,1,0,0,0.75,0.75,0.5,0.5,0.5,1,1,0.5,1,1,0.708333333333333,0.25,0.75,0.75,0.75,0.75,0.75,0.5,0,0,0,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0,0,0,0,0.1,0.02,0.04,0.02,0.0325,0.0075,0.1,0.03,0,0,0,0,0.075,0.0225,0.09,0.0225,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.0566666666666667,0.0283333333333333,0.03,0.01,0.0375,0.0225,0.1125,0.03,0.075,0.0375,0.09,0.0075,0.0825,0,0.05,0.02,0,0,0,0,0.31,0.771666666666667,0.4775,0.475833333333333
