"BusinessSuccess","InterviewType","Country","CountryOfReturn","Gender","AgeGroup","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","Count"
"Low","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui",1
"Low","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Autre","1","Non","Oui",1
"Low","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Autre","1","Oui","Oui",1
"Low","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Ghana","Lybie","Masculin","36+","Non","En nature","Autre","Moi uniquement","Non","Autre","1","Oui","Oui",1
"Low","Terrain/bureau OIM","Ghana","Lybie","Masculin","36+","Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Ghana","Lybie","Masculin","36+","Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Ghana","Lybie","Masculin","36+","Oui","En nature","Autre","Moi uniquement","Non","Autre","0","Oui","Oui",1
"Low","Terrain/bureau OIM","Ghana","Lybie","Masculin","36+","Oui","En nature","Autre","Moi uniquement","Non","Autre","1","Oui","Oui",1
"Low","Terrain/bureau OIM","Ghana","Maroc","Féminin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Ghana","Niger","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Autre","1+","Oui","Oui",1
"Low","Terrain/bureau OIM","Ghana","Niger","Masculin","36+","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","1+","Non","Oui",1
"Low","Terrain/bureau OIM","Guinée","Autre","Masculin","36+","Non","En espèces","Autre","Moi et d'autres","Oui","Autre","1+","Non","Oui",1
"Low","Terrain/bureau OIM","Guinée","Autre","Masculin","36+","Non","En espèces","Autre","Moi uniquement","Non","Non","0","Oui","Oui",1
"Low","Terrain/bureau OIM","Guinée","Maroc","Féminin","14-35","Non","En espèces","Commerce","Moi et d'autres","Non","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Guinée","Niger","Masculin","14-35","Non","En nature","Transport","Moi et d'autres","Oui","Autre","1","Oui","Oui",1
"Low","Terrain/bureau OIM","Guinée","Niger","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Non","Autre","1","Non","Oui",1
"Low","Terrain/bureau OIM","Guinée","Niger","Masculin","14-35","Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1+","Oui","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Algerie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Autre","Masculin","14-35","Non","En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Autre","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Autre","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Autre","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Autre","Masculin","14-35","Non","En nature","Elevage","Moi et d'autres","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Autre","Masculin","36+","Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1+","Oui","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Lybie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Oui","Non",1
"Low","Terrain/bureau OIM","Sénégal","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Lybie","Masculin","14-35","Non","En nature","Elevage","Moi et d'autres","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Lybie","Masculin","36+","Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Lybie","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Lybie","Masculin","36+","Non","En nature","Transport","Moi uniquement","Non","Non","0","Oui","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Maroc","Féminin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Maroc","Féminin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Sénégal","Maroc","Féminin","36+","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Maroc","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi et d'autres","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Maroc","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Autre","1","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Maroc","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Maroc","Masculin","14-35","Non","En nature","Elevage","Moi et d'autres","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Maroc","Masculin","14-35","Non","En nature","Elevage","Moi et d'autres","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Sénégal","Maroc","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Maroc","Masculin","14-35","Oui","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Maroc","Masculin","36+","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Niger","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Niger","Masculin","36+","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Sénégal","Niger","Masculin","36+","Non","En nature","Autre","Moi et d'autres","Non","Autre","1","Non","Oui",1
"High","Par téléphone","Autre","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non",2
"High","Par téléphone","Autre","Algerie","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Par téléphone","Autre","Lybie","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Autre","1+","Non","Oui",2
"High","Par téléphone","Autre","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui",2
"High","Par téléphone","Burkina Faso","Niger","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Burkina Faso","Niger","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Non",2
"High","Par téléphone","Côte D'Ivoire","Algerie","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Côte D'Ivoire","Algerie","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Côte D'Ivoire","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Oui","Non","0","Oui","Oui",2
"High","Par téléphone","Côte D'Ivoire","Lybie","Masculin","36+","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Côte D'Ivoire","Maroc","Masculin","14-35","Non","En espèces","Agriculture/aviculture","Moi et d'autres","Oui","Autre","1+","Non","Oui",2
"High","Par téléphone","Côte D'Ivoire","Maroc","Masculin","14-35","Non","En espèces","Elevage","Moi et d'autres","Non","Autre","1+","Non","Oui",2
"High","Par téléphone","Ghana","Lybie","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Ghana","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",2
"High","Par téléphone","Ghana","Lybie","Masculin","14-35","Non","En nature","Elevage","Moi et d'autres","Non","Autre","1","Non","Oui",2
"High","Par téléphone","Ghana","Lybie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Ghana","Lybie","Masculin","36+","Non","En nature","Autre","Moi et d'autres","Non","Autre","1","Oui","Oui",2
"High","Par téléphone","Ghana","Lybie","Masculin","36+","Non","En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui",2
"High","Par téléphone","Ghana","Lybie","Masculin","36+","Non","En nature","Autre","Moi uniquement","Non","Autre","1","Non","Oui",2
"High","Par téléphone","Ghana","Lybie","Masculin","36+","Non","En nature","Commerce","Moi et d'autres","Non","Non","0","Oui","Oui",2
"High","Par téléphone","Ghana","Lybie","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Ghana","Lybie","Masculin","36+","Non","En nature","Elevage","Moi et d'autres","Non","Autre","1","Non","Oui",2
"High","Par téléphone","Ghana","Lybie","Masculin","36+","Non","En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Ghana","Niger","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui",2
"High","Par téléphone","Ghana","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","En espèces","Autre","Moi uniquement","Non","Autre","1+","Non","Oui",2
"High","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Autre","1+","Non","Oui",2
"High","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","Mixte","Transport","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Guinée","Algerie","Masculin","36+","Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Par téléphone","Guinée","Autre","Féminin","14-35","Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Guinée","Autre","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Par téléphone","Guinée","Autre","Masculin","14-35","Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Par téléphone","Guinée","Lybie","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Guinée","Maroc","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Par téléphone","Guinée","Maroc","Masculin","14-35","Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","En espèces","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui",2
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","En espèces","Transport","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","En nature","Autre","Moi et d'autres","Non","Autre","1","Non","Oui",2
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1+","Oui","Oui",2
"High","Par téléphone","Sénégal","Algerie","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",2
"High","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Autre","1+","Oui","Oui",2
"High","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui",2
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Oui","Non","0","Oui","Oui",2
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Par téléphone","Sénégal","Lybie","Masculin","36+","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Par téléphone","Sénégal","Lybie","Masculin","36+","Oui","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Oui","Oui",2
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui",2
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui",2
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui",2
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",2
"High","Terrain/bureau OIM","Autre","Algerie","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui",2
"High","Terrain/bureau OIM","Autre","Algerie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Autre","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non",2
"High","Terrain/bureau OIM","Autre","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","En nature","Autre","Moi et d'autres","Oui","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Oui","Autre","1+","Non","Oui",2
"High","Terrain/bureau OIM","Autre","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","14-35","Non","En espèces","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","En espèces","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","Mixte","Autre","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Non",2
"High","Terrain/bureau OIM","Côte D'Ivoire","Autre","Féminin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Côte D'Ivoire","Maroc","Masculin","14-35","Non","En espèces","Commerce","Moi et d'autres","Non","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Côte D'Ivoire","Maroc","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Ghana","Lybie","Féminin","36+","Oui","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","1","Non","Oui",2
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Autre","1","Oui","Oui",2
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Autre","1","Non","Oui",2
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Autre","1+","Oui","Oui",2
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",2
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","36+","Non","En nature","Autre","Moi uniquement","Non","Autre","1","Non","Oui",2
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","36+","Non","En nature","Autre","Moi uniquement","Non","Autre","1+","Oui","Oui",2
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Non","Autre","1","Non","Oui",2
"High","Terrain/bureau OIM","Ghana","Niger","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Ghana","Niger","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Autre","1","Non","Oui",2
"High","Terrain/bureau OIM","Guinée","Algerie","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Guinée","Algerie","Masculin","14-35","Non","Mixte","Transport","Moi et d'autres","Oui","Autre","1","Non","Non",2
"High","Terrain/bureau OIM","Guinée","Autre","Masculin","14-35","Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Guinée","Niger","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Guinée","Niger","Masculin","14-35","Non","Mixte","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui",2
"High","Terrain/bureau OIM","Sénégal","Maroc","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Sénégal","Maroc","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui",2
"High","Terrain/bureau OIM","Sénégal","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Par téléphone","Autre","Autre","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Non",2
"Low","Par téléphone","Autre","Autre","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non",2
"Low","Par téléphone","Autre","Lybie","Féminin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",2
"Low","Par téléphone","Burkina Faso","Lybie","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Par téléphone","Burkina Faso","Niger","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Non",2
"Low","Par téléphone","Côte D'Ivoire","Algerie","Masculin","14-35","Non","En nature","Autre","Moi et d'autres","Oui","Non","0","Non","Oui",2
"Low","Par téléphone","Côte D'Ivoire","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Par téléphone","Côte D'Ivoire","Algerie","Masculin","14-35","Non","En nature","Elevage","Moi et d'autres","Oui","Autre","0","Non","Non",2
"Low","Par téléphone","Côte D'Ivoire","Autre","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Par téléphone","Côte D'Ivoire","Lybie","Féminin","36+","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",2
"Low","Par téléphone","Côte D'Ivoire","Lybie","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Par téléphone","Côte D'Ivoire","Maroc","Féminin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Par téléphone","Côte D'Ivoire","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",2
"Low","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","En espèces","Autre","Moi uniquement","Non","Non","0","Non","Non",2
"Low","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","En espèces","Transport","Moi uniquement","Oui","Non","0","Non","Oui",2
"Low","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","Mixte","Commerce","Moi et d'autres","Non","Non","0","Non","Oui",2
"Low","Par téléphone","Guinée","Niger","Masculin","14-35","Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui",2
"Low","Par téléphone","Sénégal","Autre","Féminin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",2
"Low","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",2
"Low","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui",2
"Low","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Oui","Oui",2
"Low","Par téléphone","Sénégal","Lybie","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",2
"Low","Par téléphone","Sénégal","Maroc","Féminin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui",2
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Oui",2
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Non","Autre","1","Non","Oui",2
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",2
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",2
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui",2
"Low","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",2
"Low","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",2
"Low","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Terrain/bureau OIM","Autre","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",2
"Low","Terrain/bureau OIM","Autre","Lybie","Féminin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",2
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Non",2
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Oui","Non","0","Non","Oui",2
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",2
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",2
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Oui","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui",2
