"ID_1","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","MicroBusinessLevel","TrainingType","TrainingDuration","DateOfReturn","ReintegrationDate","ReturnToReintegration","AssistanceDuration"
NA,"2022-09-04","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Nigeria","Tchad","Féminin","18-35 ans","4","Oui","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA
"NE1022X001682X1","2022-09-05","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Nigeria","Algerie","Masculin","18-35 ans","1","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","4","2022/02/24 00:00:00","2022-04-14",49,143.91666666666666
"CH5019X024062X1","2022-09-05","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Nigeria","Algerie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Non","Collective","Non spécifié","1","2019/06/20 00:00:00","2021-03-30",649,523.9166666666666
NA,"2022-09-05","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Nigeria","Algerie","Masculin","18-35 ans","1","Non","En nature","Agriculture","Moi uniquement","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA
"LY1022002049","2022-08-25","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Non","Non","Identique","Partiellement","OK","Gambie","Lybie","Masculin","18-35 ans","1","Non","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/02/08 00:00:00","2022-05-25",106,91.91666666666667
"CH1022X001392X1","2022-08-31","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","1","Non","Mixte","Transport (Moto - Auto et autres)","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","3","2022/02/17 00:00:00","2022-06-10",113,81.91666666666667
"CH5021X015041X1","2022-08-25","Bureau OIM","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","0","Non","Mixte","Transport (Moto - Auto et autres)","Moi et membres de la communauté","Oui","Oui","1","Non","Non","Individual","Other","3","2021/12/16 00:00:00","2022-05-27",162,89.91666666666667
"CH1022X000568X1","2022-08-23","Bureau OIM","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","0","Non","Mixte","Transport (Moto - Auto et autres)","Moi et membres de la communauté","Oui","Non",NA,"Non","Non","Individual","Business development/management training","3","2022/01/20 00:00:00","2022-06-10",141,73.91666666666667
"NE1022X000096X1","2022-08-26","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Satisfait","Gambie","Niger","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Non","Individual","NULL","NULL","2022/01/19 00:00:00","2022-05-20",121,97.91666666666667
"NE1021X051666X1","2022-08-26","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Satisfait","Gambie","Niger","Masculin","18-35 ans","3","Non","En nature","Transport (Moto - Auto et autres)","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Community","Business development/management training","7","2021/11/03 00:00:00","2022-08-12",282,13.916666666666666
"NE1022X001426X1","2022-08-26","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Satisfait","Gambie","Niger","Masculin","18-35 ans","0","Non","En nature","Mécanique","Moi uniquement","Oui","Non",NA,"Non","Non","Individual","NULL","NULL","2022/02/16 00:00:00","2022-07-05",139,51.916666666666664
"LY1022002606","2022-08-26","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Non","Non","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans","2","Non","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/02/08 00:00:00","2022-08-10",183,15.916666666666666
"DZ1021006145","2022-08-26","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Fermée","Partiellement","Non","Pire","Oui","Satisfait","Gambie","Algerie","Masculin","18-35 ans","3","Non","En nature","Bâtiment/construction","Moi et membres de la communauté","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","7","2021/11/03 00:00:00","2022-02-23",112,183.91666666666666
"LY1021006671","2022-08-26","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Non",NA,"Non","Non","Individual","Business development/management training","6","2021/10/21 00:00:00","2022-12-01",406,-97.08333333333333
NA,"2022-08-27","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans","3","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA
"LY1022002558","2022-08-27","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Non","Non","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans","1","Non","En nature","Agriculture","Moi et membres de la communauté","Oui","Non",NA,"Non","Non","Individual","NULL","NULL","2022/02/08 00:00:00","2022-07-31",173,26.916666666666668
"LY1022002541","2022-08-27","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans","1","Non","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Non","Non","Individual","NULL","NULL","2022/02/08 00:00:00","2022-07-29",171,28.916666666666668
"LY1022002588","2022-08-27","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Fermée","Non","Non","Pire","Ne sait pas","Satisfait","Gambie","Lybie","Masculin","18-35 ans","4","Non","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/02/08 00:00:00","2022-05-23",104,95.91666666666667
"LY1022002539","2022-08-27","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans","11","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Non","Individual","NULL","NULL","2022/02/08 00:00:00","2022-05-20",101,98.91666666666667
"LY1022002537","2022-08-29","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Partiellement","Oui régulièrement","Ne sait pas","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans","4","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Non",NA,"Non","Non","Individual","NULL","NULL","2022/02/08 00:00:00","2022-05-28",109,92.91666666666667
NA,"2022-08-29","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Non","Oui régulièrement","Pire","Oui","Satisfait","Gambie","Niger","Masculin","18-35 ans","1","Non","En nature","Elevage","Moi uniquement","Non","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA
"NE1022X003408X1","2022-08-29","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Gambie","Niger","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Non","Community","NULL","NULL","2022/05/19 00:00:00","2022-08-10",83,18.916666666666668
NA,"2022-08-29","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Partiellement","Oui régulièrement","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans","0","Non","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA
"LY1022005794","2022-08-29","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans","3","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/03/29 00:00:00",NA,NA,NA
"NE1022X001069X1","2022-08-29","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Non","Oui régulièrement","Pire","Ne sait pas","Satisfait","Gambie","Niger","Masculin","18-35 ans","0","Non","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/01/26 00:00:00","2022-05-20",114,100.91666666666667
"NE1022X003395X2","2022-08-25","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Gambie","Niger","Masculin","18-35 ans","5","Oui","En nature","Commerce","Moi avec des migrants de retour","Non","Non",NA,"Non","Oui","Collective","NULL","NULL","2022/05/19 00:00:00","2022-06-14",26,71.91666666666667
"CH1022X003493X1","2022-09-07","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans","1","Non","En nature","Transport (Moto - Auto et autres)","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","3","2022/03/10 00:00:00","2022-06-10",92,88.91666666666667
"NE1022X002077X1","2022-08-25","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Non","Oui régulièrement","Pire","Ne sait pas","OK","Gambie","Maroc","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/03/16 00:00:00","2022-05-29",74,87.91666666666667
NA,"2022-09-07","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans","2","Non","En nature","Transport (Moto - Auto et autres)","Moi et membres de la communauté","Oui","Oui","1","Non","Oui",NA,NA,NA,NA,NA,NA,NA
NA,"2022-09-07","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA
"CH5021X014658X1","2022-09-12","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","0","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/12/15 00:00:00","2022-06-14",181,89.91666666666667
"LY1022004453","2022-09-19","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Sénégal","Lybie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/04/25 00:00:00","2022-08-25",122,24.916666666666668
"MA1022001743","2022-09-20","Par téléphone","Actuellement ouvert et les activités marchent bien","Non","Oui irrégulièrement","Pire","Partiellement","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","4","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","Business development/management training","1","2022/04/29 00:00:00","2022-08-05",98,45.916666666666664
"CH1022X011977X1","2022-09-21","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Mali","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-07-28",51,54.916666666666664
"CH1022X011976X1","2022-09-21","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Oui régulièrement","Pire","Partiellement","Satisfait","Mali","Algerie","Masculin","36-65 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Non","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-08-08",62,43.916666666666664
"CH1022X011982X1","2022-09-21","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Oui régulièrement","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","6","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-08-24",78,27.916666666666668
"CH1022X011971X1","2022-09-21","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","NULL","Business development/management training","6","2022/06/07 00:00:00","2022-06-18",11,94.91666666666667
"CH1022X011985X1","2022-09-21","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-07-28",51,54.916666666666664
"CH1022X011989X1","2022-09-21","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","3","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","2","Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-07-28",51,54.916666666666664
"NE1022X002216","2022-09-21","Par téléphone","Actuellement ouvert et les activités marchent bien","Non","Non","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","18-35 ans","0","Oui","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/03/17 00:00:00","2022-05-02",46,141.91666666666666
"CH1022X011994X1","2022-09-23","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Identique","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","6","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-09-12",97,10.916666666666666
"CH1022X012000X1","2022-09-23","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","3","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-08-29",83,24.916666666666668
"CH1022X012001X1","2022-09-23","Par téléphone","Actuellement ouvert et les activités marchent bien","Non","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","36-65 ans","6","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-08-04",58,49.916666666666664
"MA1021005407","2022-09-23","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","3","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/03/25 00:00:00","2022-10-11",200,-18.083333333333332
"MA1020001316","2022-09-23","Par téléphone","Autre","Non","Non","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","18-35 ans","5","Non","En nature","Agriculture","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/04/01 00:00:00","2022-05-10",39,135.91666666666666
"ML1022E0BADFB5A09E","2022-09-24","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","36-65 ans","2","Non","En nature","Commerce","Moi uniquement","Oui","Oui","2","Non","Oui","Individual","NULL","NULL","2022/03/10 00:00:00","2022-07-27",139,58.916666666666664
"CH5021X014624X1","2022-09-24","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","36-65 ans","0","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","41","2021/12/15 00:00:00","2022-06-15",182,100.91666666666667
"CH1022X012011X1","2022-09-26","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Partiellement","Satisfait","Mali","Algerie","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Non","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-07-28",51,59.916666666666664
"CH1022X012018X1","2022-09-26","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","36-65 ans","1","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-07-28",51,59.916666666666664
"CH1022X012020X1","2022-09-26","Par téléphone","Autre","Oui","Oui régulièrement","Pire","Partiellement","Satisfait","Mali","Algerie","Masculin","18-35 ans","1","Oui","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-08-29",83,27.916666666666668
"CH1022X012035X1","2022-09-26","Par téléphone","Mon entreprise n’est pas encore ouverte","Oui","Non","Pire","Oui","Satisfait","Mali","Lybie","Masculin","18-35 ans","4","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-09-12",97,13.916666666666666
"NE1022X001311","2022-09-27","Par téléphone","Fermée","Non","Oui régulièrement","Pire","Oui","Satisfait","Sénégal","Niger","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/02/15 00:00:00","2022-06-30",135,88.91666666666667
"NE1022X002193","2022-09-27","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Satisfait","Sénégal","Niger","Masculin","18-35 ans","1","Non","En nature","Artisan-Ouvrier","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/03/17 00:00:00","2023-01-12",301,-107.08333333333333
"NE1022X002203","2022-09-27","Par téléphone","Fermée","Partiellement","Non","Pire","Oui","Satisfait","Sénégal","Niger","Masculin","18-35 ans","5","Non","En nature","Elevage","Moi uniquement","Oui","Oui","1","Non","Oui","Individual","NULL","NULL","2022/03/17 00:00:00","2022-07-14",119,74.91666666666667
"CH1022X012043X1","2022-09-29","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-07-28",51,62.916666666666664
"CH1022X012045X1","2022-09-29","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-08-04",58,55.916666666666664
"CH1022X012060X1","2022-09-29","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Non","Satisfait","Mali","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-08-10",64,49.916666666666664
"CH1022X012059X1","2022-09-29","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Partiellement","Satisfait","Mali","Algerie","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-08-04",58,55.916666666666664
"CH1022X012065X1","2022-09-29","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Non","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-07-28",51,62.916666666666664
"MA1022001392","2022-09-28","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","36-65 ans","2","Non","En nature","Aviculture","Moi uniquement","Oui","Oui","1","Non","Oui","Individual","NULL","NULL","2022/04/01 00:00:00","2022-10-25",207,-27.083333333333332
"CH1022X012067X1","2022-09-29","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-07-28",51,62.916666666666664
"MA1022001375","2022-09-29","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Oui régulièrement","Pire","Oui","Satisfait","Sénégal","Maroc","Féminin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/04/01 00:00:00","2022-10-04",186,-5.083333333333333
"CH1022X012071X1","2022-09-29","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","3","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-07-28",51,62.916666666666664
"MA1022001227","2022-09-29","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Féminin","18-35 ans","3","Non","En nature","Couture","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/03/25 00:00:00","2022-07-18",115,72.91666666666667
"MA1022001212","2022-09-30","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Oui régulièrement","Pire","Partiellement","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","3","Non","En nature","Aviculture","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","1","2022/04/29 00:00:00","2022-07-18",80,73.91666666666667
"CH1022X012072X1","2022-09-30","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Oui irrégulièrement","Pire","Partiellement","Satisfait","Mali","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-07-28",51,63.916666666666664
"MA1022001195","2022-09-30","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36-65 ans","4","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/04/01 00:00:00","2022-06-30",90,91.91666666666667
"MA1022001133","2022-09-30","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Oui régulièrement","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","18-35 ans","2","Non","En nature","Artisan-Ouvrier","Moi uniquement","Oui","Oui","2","Non","Oui","Individual","NULL","NULL","2022/04/01 00:00:00","2022-07-15",105,76.91666666666667
"LY1022002789","2022-08-18","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Mon entreprise n’est pas encore ouverte","Non","Non","Identique","Oui","Pas satisfait","Nigeria","Lybie","Masculin","18-35 ans","1","Non","En espèces","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","NULL","NULL","NULL","2022/03/15 00:00:00","2022-03-15",0,155.91666666666666
"LY1022006431","2022-08-20","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Mon entreprise n’est pas encore ouverte","Non","Non","Ne sait pas","Oui","Pas satisfait","Nigeria","Lybie","Masculin","18-35 ans","2","Non","Mixte","Commerce","Moi uniquement","Oui","Non",NA,"Non","Non","Individual","Business development/management training","4","2022/04/19 00:00:00","2022-12-01",226,-103.08333333333333
"LY1021001293","2022-08-21","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Ne sait pas","Oui","OK","Nigeria","Lybie","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","4","2022/02/23 00:00:00","2022-05-18",84,94.91666666666667
"LY1021009326","2022-08-21","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Pas satisfait","Nigeria","Lybie","Féminin","18-35 ans",NA,"Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","5","2021/12/07 00:00:00","2022-04-20",134,122.91666666666667
"LY1021007506","2022-08-22","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Mon entreprise n’est pas encore ouverte","Non","Non","Ne sait pas","Oui","Pas satisfait","Nigeria","Lybie","Masculin","18-35 ans",NA,"Oui","En nature","Bâtiment/construction","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","5","2021/11/03 00:00:00","2022-04-22",170,121.91666666666667
"LY1021009115","2022-08-22","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Mon entreprise n’est pas encore ouverte","Non","Non","Ne sait pas","Oui","Pas satisfait","Nigeria","Lybie","Masculin","18-35 ans",NA,"Non","En nature","Bâtiment/construction","Moi uniquement","Oui","Non",NA,"Non","Non","NULL","Business development/management training","4","2021/11/24 00:00:00","2022-02-28",96,174.91666666666666
"LY1021007562","2022-08-22","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Mon entreprise n’est pas encore ouverte","Non","Non","Pire","Oui","Pas satisfait","Nigeria","Lybie","Masculin","18-35 ans",NA,"Non","En nature","Pas de business","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","5","2021/11/24 00:00:00","2022-03-09",105,165.91666666666666
"LY1022006460","2022-08-23","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Mon entreprise n’est pas encore ouverte","Non","Non","Pire","Oui","Pas satisfait","Nigeria","Lybie","Féminin","18-35 ans",NA,"Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Non","NULL","Business development/management training","4","2022/04/19 00:00:00","2022-11-16",211,-85.08333333333333
