"ID_1","InterviewDate","InterviewType","BusinessSucess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","MicroBusinessLevel","TrainingType","TrainingDuration","DateOfReturn","ReintegrationDate","Gender_Mimosa","AgeAtReferral_Mimosa","ReturnToReintegration"
"CH1022X001120X1","2022-07-21","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Guinée","Maroc","Masculin","18-35 ans","2","Non","Mixte","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/02/10 00:00:00","2022-06-13","Male",22,123
"CH5021X012686","2022-07-21","Bureau OIM","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Guinée","Niger","Masculin","18-35 ans","1","Non","Mixte","Transport (Moto - Auto et autres)","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Other","3","2021/12/02 00:00:00","2022-05-27","Male",21,176
"NE10226DDD0CE81AC7","2022-07-21","Sur le terrain (lieu de travail ou d’habitation du migrant…)",NA,NA,"Non","Identique","Oui","Satisfait","Guinée","Tunisie","Masculin","18-35 ans","1","Non","En nature",NA,NA,NA,NA,NA,NA,"Oui","Individual","NULL","NULL","2022/02/14 00:00:00","2022-06-20","Male",26,126
"LY10216DDB41D04CDD","2022-07-21","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Souhaite ne pas répondre","Non","Pire","Oui","Très satisfait","Burkina Faso","Lybie","Masculin","18-35 ans","6","Non","Mixte","Elevage","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2021/11/23 00:00:00","2022-08-17","Male",26,267
"TN1021003003","2022-07-21","Par téléphone","Fermée","Non","Non","Pire","Partiellement","Très satisfait","Guinée","Tunisie","Masculin","18-35 ans","3","Non","En espèces","Pas de business","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","4","2021/11/25 00:00:00","2022-03-31","Male",22,126
NA,"2022-07-21","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","5","Non","Mixte","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA,NA
"CH5021X015035","2022-07-21","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Partiellement","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","1","Non","En espèces","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/12/16 00:00:00","2022-03-10","Male",29,84
"SN1021CA591C5E0508","2022-07-21","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Burkina Faso",NA,"Féminin","18-35 ans","11","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/09/02 00:00:00","2022-09-08","Female",24,371
"NE1021X053537X1","2022-07-21","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Burkina Faso","Niger","Masculin","18-35 ans","0","Non","En espèces","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","3","2021/12/15 00:00:00","2022-07-22","Male",21,219
"NE1021X050482X1","2022-07-21","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Burkina Faso","Niger","Masculin","18-35 ans","1","Non","En espèces","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","3","2021/11/04 00:00:00","2022-07-22","Male",34,260
NA,"2022-07-21","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Mieux","Oui","Satisfait","Guinée","Algerie","Masculin","14-17 ans","0","Non","Mixte","Commerce","Moi et membres de la communauté","Non","Oui","1","Non","Oui",NA,NA,NA,NA,NA,NA,NA,NA
"CH5021X012636X1","2022-07-21","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Ne sait pas","Partiellement","Satisfait","Guinée","Algerie","Masculin","18-35 ans","3","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","Other","3","2021/12/02 00:00:00","2022-06-22","Male",23,202
"CH1022X000621","2022-07-22","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","0","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/01/20 00:00:00","2022-06-21","Male",20,152
"MR1021785EE63677B7","2022-07-22","Par téléphone",NA,NA,"Non","Pire","Oui","Très satisfait","Guinée","Mauritanie","Masculin","18-35 ans","6","Non","En espèces",NA,NA,NA,NA,NA,NA,"Oui","Individual","NULL","NULL","2021/10/13 00:00:00","2021-12-28","Male",23,76
"CH5021X015050","2022-07-21","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","1","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Non","Individual","NULL","NULL","2021/12/16 00:00:00","2022-06-21","Male",27,187
"NE1021X053538X1","2022-07-21","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Souhaite ne pas répondre","Non","Pire","N/A (retour non volontaire)","Pas satisfait","Burkina Faso","Algerie","Masculin","18-35 ans","0","Non","Mixte","Elevage","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2021/12/15 00:00:00","2022-08-17","Male",21,245
"CH5021X010483X1","2022-07-22","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","0","Non","En espèces","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/10/14 00:00:00","2021-12-29","Male",33,76
"MA101967C02A77C959","2022-07-22","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Guinée","Maroc","Masculin","18-35 ans","5","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/02/08 00:00:00","2021-03-31","Male",25,782
"MA10219309C2BDB26A","2022-07-22","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans","3","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Other","3","2021/11/12 00:00:00","2022-05-27","Male",20,196
"DZ1021C250450FC27B","2022-07-22","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","3","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/10/21 00:00:00","2021-12-30","Male",47,70
"MA1021004475","2022-07-22","Bureau OIM","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Guinée","Maroc","Masculin","18-35 ans","3","Non","Mixte","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","3","2021/11/26 00:00:00","2022-06-10","Male",26,196
"GM10219A448189F7F6","2022-07-22","Par téléphone",NA,NA,"Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","0","Non","En espèces",NA,NA,NA,NA,NA,NA,"Oui","Individual","NULL","NULL","2021/10/25 00:00:00","2021-12-30","Male",40,66
"NE1019X038363X1","2022-07-22","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans","1","Non","En espèces","Transport (Moto - Auto et autres)","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","NULL","NULL","2019/06/12 00:00:00","2021-12-30","Male",21,932
"CH5020X009746X1","2022-07-22","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans","1","Non","En nature","Transport (Moto - Auto et autres)","Moi et membres de la communauté","Non","Oui","1","Non","Oui","Individual","NULL","NULL","2020/12/03 00:00:00","2021-03-31","Male",20,118
"CH5020X004185X1","2022-07-23","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Guinée","Niger","Masculin","18-35 ans","4","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/07/28 00:00:00","2021-02-25","Male",25,212
"LY1021002084","2022-07-23","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Nigeria","Lybie","Féminin","18-35 ans","2","Non","En nature","Autre","Moi uniquement","Oui","Non",NA,"Oui Positivement","Non","Individual","Business development/management training","5","2021/11/16 00:00:00","2022-04-14","Female",22,149
NA,"2022-07-23","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Souhaite ne pas répondre","Non","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","18-35 ans","1","Non","En espèces","Elevage","Moi uniquement","Non","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA,NA
"CH5021X011634","2022-07-23","Bureau OIM","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Satisfait","Guinée","Niger","Masculin","18-35 ans","1","Non","Mixte","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Other","3","2021/11/11 00:00:00","2022-05-27","Male",20,197
"CH5021X011642","2022-07-23","Bureau OIM","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Partiellement","Satisfait","Guinée","Niger","Masculin","18-35 ans","3","Non","Mixte","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Other","3","2021/11/11 00:00:00","2022-05-27","Male",24,197
"NE1019X032673X1","2022-07-23","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Guinée","Niger","Masculin","18-35 ans","4","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/04/18 00:00:00","2021-12-29","Male",19,986
"DZ1021E9AF5BC2E901","2022-07-23","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans","0","Non","En espèces","Transport (Moto - Auto et autres)","Moi uniquement","Non","Oui","1","Non","Oui","Individual","NULL","NULL","2021/10/21 00:00:00","2021-12-30","Male",18,70
"CH5021X010512X1","2022-07-23","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans","5","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/10/14 00:00:00","2021-12-30","Male",24,77
"NE1019X028937X1","2022-07-23","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans","5","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/05/27 00:00:00","2021-12-29","Male",24,1312
"LY1021006308","2022-07-24","Par téléphone",NA,NA,"Non","Ne sait pas","Partiellement","Pas satisfait","Nigeria","Lybie","Masculin","18-35 ans","0","Non","En nature",NA,NA,NA,NA,NA,NA,"Oui","Individual","Business development/management training","5","2021/11/03 00:00:00","2022-04-13","Male",30,161
NA,"2022-07-24","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","OK","Nigeria","Lybie","Masculin","18-35 ans","2","Non","En nature","Aviculture","Moi uniquement","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA,NA
"CH5021X011897X1","2022-07-24","Par téléphone",NA,NA,"Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","1","Non","En nature",NA,NA,NA,NA,NA,NA,"Oui","Individual","Business development/management training","8","2021/11/18 00:00:00","2022-05-13","Male",19,176
"LY1021002696","2022-07-24","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","OK","Nigeria","Lybie","Féminin","18-35 ans","4","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","5","2021/11/03 00:00:00","2022-04-13","Female",26,161
"CH5021X011930X1","2022-07-24","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","2","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","Business development/management training","8","2021/11/18 00:00:00","2022-05-13","Male",19,176
"DZ10219D40F7CF3C8C","2022-07-24","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","1","Non","En nature","Transport (Moto - Auto et autres)","Moi et membres de la communauté","Oui","Oui","1","Non","Non","Individual","Business development/management training","4","2021/11/29 00:00:00","2022-07-04","Male",20,217
NA,"2022-07-24","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","1","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Non",NA,NA,NA,NA,NA,NA,NA,NA
"CH5021X012749X1","2022-07-24","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","1","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","8","2021/12/02 00:00:00","2022-05-13","Male",20,162
"LY1021007769","2022-07-25","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Nigeria","Lybie","Féminin","18-35 ans","2","Non","En espèces","Commerce","Moi uniquement","Oui","Non",NA,"Non","Non","Individual","Business development/management training","5","2021/11/03 00:00:00","2022-03-15","Female",29,132
"LY1021009517","2022-07-24","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","OK","Nigeria","Lybie","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","5","2022/01/25 00:00:00","2022-04-26","Male",31,91
NA,"2022-07-22","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Satisfait","Burkina Faso","Lybie","Féminin","18-35 ans","6","Non","En espèces","Restauration","Moi uniquement","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA,NA
"LY1021002158","2022-07-24","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","OK","Nigeria","Lybie","Masculin","18-35 ans","5","Non","En nature","Couture","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","5","2021/11/16 00:00:00","2022-03-28","Male",28,132
"CH1022X003931X1","2022-07-25","Bureau OIM","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Non","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","2","Non","Mixte","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","4","2022/03/17 00:00:00","2022-06-29","Male",21,104
NA,"2022-07-22","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","1","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Non",NA,NA,NA,NA,NA,NA,NA,NA
"CH5021X011647X1","2022-07-25","Bureau OIM","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","2","Non","Mixte","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","3","2021/11/11 00:00:00","2022-06-10","Male",24,211
"CH1022X001131","2022-07-22","Par téléphone","Mon entreprise n’est pas encore ouverte","Non","Non","Pire","Oui","Satisfait","Guinée","Algerie","Masculin","18-35 ans","0","Non","En espèces","Autre","Moi uniquement","Oui","Souhaite ne pas répondre",NA,"Non","Oui","Individual","NULL","NULL","2022/02/10 00:00:00","2022-10-03","Male",23,235
"MA1018002497","2022-07-25","Par téléphone","Fermée","Non","Oui régulièrement","Pire","Oui","Très satisfait","Guinée","Maroc","Masculin","18-35 ans","1","Non","En espèces","Autre","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/07/27 00:00:00","2021-12-29","Male",24,1251
"MA1021005410","2022-07-25","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","2","Non","Oui","Individual","NULL","NULL","2022/03/25 00:00:00","2022-05-10","Male",28,46
"CH1022X001476","2022-07-25","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","36-65 ans","0","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/02/17 00:00:00","2022-03-31","Male",46,42
"NE1019X074208","2022-07-25","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Identique","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","2","Non","En espèces","Commerce","Moi et membres de la communauté","Oui","Oui","4 et plus","Non","Oui","Individual","NULL","NULL","2019/11/20 00:00:00","2021-11-26","Male",31,737
"CH1022X007594X1","2022-07-25","Bureau OIM","Actuellement ouvert et les activités marchent bien","Oui","Oui régulièrement","Pire","Partiellement","Satisfait","Guinée","Algerie","Masculin","18-35 ans","2","Non","Mixte","Transport (Moto - Auto et autres)","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","3","2022/03/23 00:00:00","2022-06-21","Male",20,90
"DZ102121888DA8AF01","2022-07-25","Par téléphone","Actuellement ouvert et les activités marchent bien","Non","Non","Ne sait pas","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","1","Non","En nature","Elevage","Moi avec des migrants de retour","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/12/13 00:00:00","2022-07-01","Male",35,200
"CH5022X000354","2022-07-25","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","5","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","34","2022/01/27 00:00:00","2022-06-08","Male",26,132
"LY1021003226","2022-07-25","Par téléphone","Fermée","Non","Non","Pire","Oui","Satisfait","Sénégal","Lybie","Féminin","36-65 ans","4","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/11/09 00:00:00","2022-02-15","Female",57,98
"LY1021482A8F0528F4","2022-07-22","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Souhaite ne pas répondre","Non","Pire","Oui","Satisfait","Burkina Faso","Lybie","Masculin","18-35 ans","7","Non","Mixte","Elevage","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2021/11/23 00:00:00","2022-08-18","Male",32,268
"NE1019X021302X1","2022-07-25","Bureau OIM",NA,NA,"Oui régulièrement","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","6","Non","En espèces",NA,NA,NA,NA,NA,NA,"Oui","Individual","NULL","NULL","2018/05/18 00:00:00","2021-09-20","Male",28,1221
NA,"2022-07-25","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Oui régulièrement","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","18-35 ans","5","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui",NA,NA,NA,NA,NA,NA,NA,NA
"CH5022X000397","2022-07-25","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","0","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/01/27 00:00:00","2022-06-21","Male",23,145
"CH5017X041232","2022-07-25","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","0","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2017/12/21 00:00:00","2021-12-28","Male",20,1468
"DZ1021004601","2022-07-25","Par téléphone","Mon entreprise n’est pas encore ouverte","Partiellement","Non","Pire","Oui","OK","Guinée","Algerie","Masculin","18-35 ans","0","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/08/26 00:00:00","2021-11-26","Male",29,92
"CH5018X005098","2022-07-25","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","18-35 ans","2","Non","En espèces","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/02/13 00:00:00","2022-03-22","Male",23,1498
"CH5018X005114","2022-07-25","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Oui régulièrement","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","18-35 ans",NA,"Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/02/13 00:00:00","2022-03-22","Male",18,1498
"DZ1021006679","2022-07-25","Bureau OIM","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","7","Non","Mixte","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Other","3","2021/11/29 00:00:00","2022-05-27","Male",27,179
"CH5021X012699X1","2022-07-25","Bureau OIM","Actuellement ouvert et les activités marchent bien","Oui","Oui régulièrement","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","0","Non","Mixte","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Other","3","2021/12/02 00:00:00","2022-05-27","Male",21,176
NA,"2022-07-21","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Identique","Oui","Très satisfait","Guinée","Algerie","Masculin","14-17 ans","0","Non","En nature","Commerce","Moi uniquement","Non","Oui","1","Non","Oui",NA,NA,NA,NA,NA,NA,NA,NA
"MA1021004930","2022-07-25","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Oui régulièrement","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","3","Non","En nature","Elevage","Moi et membres de la communauté","Non","Oui","1","Non","Oui","Individual","NULL","NULL","2022/02/11 00:00:00","2022-04-12","Male",22,60
"CH5018X005221","2022-07-26","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","18-35 ans","1","Non","En espèces","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/02/13 00:00:00","2021-12-29","Male",22,1415
"CH5022X000401","2022-07-26","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","1","Non","En nature","Bâtiment/construction","Moi uniquement","Non","Oui","4 et plus","Non","Oui","Individual","NULL","NULL","2022/01/27 00:00:00","2022-09-08","Male",23,224
"CH5018X014375","2022-07-26","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Identique","Non","Pas satisfait","Guinée","Lybie","Masculin","18-35 ans","1","Non","En espèces","Commerce","Moi uniquement","Non","Souhaite ne pas répondre",NA,"Non","Oui","Individual","NULL","NULL","2018/05/24 00:00:00","2022-03-28","Male",20,1404
"CH5022X000409","2022-07-26","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/01/27 00:00:00","2022-06-10","Male",19,134
"TN1019E7DA682AFE30","2022-07-22","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Guinée","Tunisie","Féminin","36-65 ans","2","Non","Mixte","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/01/20 00:00:00","2022-08-08","Female",38,931
"CH5018X014385","2022-07-26","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Guinée","Lybie","Masculin","18-35 ans","0","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Non","Individual","NULL","NULL","2018/05/24 00:00:00","2021-11-30","Male",20,1286
"DZ1020001916","2022-07-26","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans","4","Non","En espèces","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/08/31 00:00:00","2022-01-05","Male",25,492
"CH5021X012618X1","2022-07-26","Bureau OIM","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Guinée","Algerie","Masculin","18-35 ans","1","Non","Mixte","Transport (Moto - Auto et autres)","Moi et membres de la communauté","Oui","Oui","1","Non","Non","Individual","Other","3","2021/12/02 00:00:00","2022-05-27","Male",28,176
"CH5021X011680","2022-07-26","Bureau OIM","Actuellement ouvert et les activités marchent bien","Oui","Non","Souhaite ne pas répondre","Partiellement","OK","Guinée","Niger","Féminin","18-35 ans","3","Non","Mixte","Transport (Moto - Auto et autres)","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Other","3","2021/11/11 00:00:00","2022-05-27","Female",28,197
"DZ1021EAF9FB82827B","2022-07-26","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans","2","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Other","3","2021/11/29 00:00:00","2022-05-27","Male",27,179
