"Project","InterviewType","BusinessSucess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","TrainingType","TimeToReceiveSupport","ReceivedSupportAs","AssistanceType","BusinessType","BusinessMembers","MicroBusinessLevel","SupportTotalValue","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness"
"SMP","Par téléphone","Low","High","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans",NA,"Non",NA,21,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",13000000,"Non","Souhaite ne pas répondre",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",6,"Non","Business development/management training",9,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",10000000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Pas satisfait","Nigeria","Lybie","Masculin","18-35 ans",3,"Non","Business development/management training",NA,"En nature","Micro Business","Commerce","Moi uniquement","Individual",450000,"Oui","Non",NA,"Oui Négativement"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",1,"Non","Business development/management training",6,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",10000000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Ne sait pas","Oui","Pas satisfait","Nigeria","Lybie","Féminin","18-35 ans",1,"Non","Business development/management training",NA,"En nature","Micro Business","Aviculture","Moi uniquement","Individual",100,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","OK","Nigeria","Lybie","Féminin","18-35 ans",3,"Non","Business development/management training",NA,"En nature","Micro Business","Commerce","Moi uniquement","Individual",470000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","OK","Nigeria","Lybie","Masculin","18-35 ans",4,"Non","Business development/management training",NA,"En nature","Micro Business","Artisan-Ouvrier","Moi et membres de la communauté","Individual",480000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","OK","Nigeria","Lybie","Masculin","18-35 ans",2,"Non",NA,NA,"En nature","Micro Business","Commerce","Moi uniquement","Individual",485000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","OK","Nigeria","Lybie","Masculin","18-35 ans",3,"Non","Business development/management training",NA,"En nature","Micro Business","Commerce","Moi uniquement","Individual",495,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","OK","Nigeria","Lybie","Masculin","18-35 ans",5,"Non","Business development/management training",NA,"En nature","Micro Business","Commerce","Moi uniquement","Individual",475000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Satisfait","Guinée","Niger","Masculin","18-35 ans",1,"Non",NA,1,"En espèces","Micro Business","Transport (Moto - Auto)","Moi uniquement",NA,13000000,"Non","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Identique","Oui","OK","Guinée","Niger","Masculin","18-35 ans",2,"Non",NA,4,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",10000000,"Non","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",3,"Non",NA,4,"En nature","Micro Business","Elevage","Moi et membres de la communauté",NA,10000000,"Non","Oui","3","Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Satisfait","Guinée","Niger","Masculin","18-35 ans",1,"Non",NA,5,"En nature","Micro Business","Transport (Moto - Auto)","Moi et membres de la communauté","Individual",10000000,"Non","Oui","1","Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",4,"Non",NA,4,"En nature","Micro Business","Commerce","Moi et membres de la communauté","Individual",10000000,"Oui","Oui","1","Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",8,"Non","Business development/management training",NA,"Mixte","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",13000000,"Oui","Non",NA,"Oui Positivement"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",8,"Non","Business development/management training",NA,"Mixte","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",13000000,"Oui","Oui","1","Non"
"SMP","Par téléphone","High","High","Non","Pire","Partiellement","Satisfait","Guinée","Niger","Masculin","18-35 ans",1,"Non","Other",8,"Mixte","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",10000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Satisfait","Guinée","Niger","Masculin","18-35 ans",0,"Non",NA,5,"En nature","Micro Business","Artisan-Ouvrier","Moi et membres de la communauté","Individual",10000000,"Non","Oui","1","Non"
"SMP","Par téléphone","High","High","Souhaite ne pas répondre","Identique","Partiellement","Satisfait","Guinée","Niger","Masculin","18-35 ans",1,"Non","Other",8,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",10000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Oui régulièrement","Identique","Non","Satisfait","Guinée","Niger","Masculin","18-35 ans",1,"Non","Other",8,"En nature","Micro Business","Transport (Moto - Auto)","Moi et membres de la communauté","Individual",10000000,"Oui","Oui","1","Non"
"SMP","Par téléphone","Low","High","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Autre","Moi uniquement",NA,13000000,"Non","Souhaite ne pas répondre",NA,"Non"
"SMP","Par téléphone","Low","High","Non","Pire","Oui","Pas satisfait","Guinée","Lybie","Masculin","18-35 ans",4,"Non","Other",12,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",13000000,"Non","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","18-35 ans",2,"Non","Other",24,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Oui régulièrement","Pire","Oui","Satisfait","Guinée","Algerie","Masculin","18-35 ans",0,"Non","Other",12,"Mixte","Micro Business","Transport (Moto - Auto)","Moi et membres de la communauté","Individual",13000000,"Oui","Oui","1","Non"
"SMP","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans",1,"Non",NA,28,"Mixte","Micro Business","Commerce","Moi et membres de la communauté","Individual",13000000,"Non","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",1,"Non","Other",8,"En nature","Micro Business","Transport (Moto - Auto)","Moi et membres de la communauté","Individual",10000000,"Oui","Oui","1","Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",1,"Non","Other",8,"En nature","Micro Business","Transport (Moto - Auto)","Moi et membres de la communauté","Individual",10000000,"Oui","Oui","1","Non"
"SMP","Par téléphone","High","High","Souhaite ne pas répondre","Pire","Partiellement","Satisfait","Guinée","Niger","Masculin","18-35 ans",0,"Non","Other",6,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",10000000,"Oui","Non",NA,"Non"
"SMP","Bureau OIM","High","High","Non","Identique","Oui","Satisfait","Guinée","Niger","Masculin","18-35 ans",0,"Non",NA,4,"En nature","Micro Business","Commerce","Moi uniquement","Individual",10000000,"Non","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","18-35 ans",2,"Non","Business development/management training",20,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",6,"Non",NA,6,"En nature","Micro Business","Commerce","Moi uniquement","Individual",10000000,"Non","Oui","1","Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","36-65 ans",0,"Non",NA,12,"En nature","Micro Business","Couture","Moi uniquement","Individual",13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Oui régulièrement","Pire","Partiellement","Satisfait","Guinée","Algerie","Masculin","18-35 ans",2,"Non",NA,NA,"En espèces","Micro Business","Autre","Moi uniquement",NA,13000000,"Non","Souhaite ne pas répondre",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",0,"Non",NA,4,"En nature","Micro Business","Commerce","Moi et membres de la communauté","Individual",10000000,"Non","Oui","1","Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Maroc","Masculin","18-35 ans",1,"Non",NA,156,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",13000000,"Non","Non",NA,"Non"
"SMP","Par téléphone","Low","High","Non","Pire","Oui","Très satisfait","Guinée","Maroc","Féminin","18-35 ans",3,"Non",NA,12,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",13000000,"Non","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Non","Pire","Oui","Pas satisfait","Guinée","Maroc","Féminin","18-35 ans",3,"Non",NA,12,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",13000000,"Non","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Oui régulièrement","Ne sait pas","Non","Pas satisfait","Guinée","Algerie","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Autre","Moi uniquement",NA,13000000,"Non","Souhaite ne pas répondre",NA,"Non"
"SMP","Par téléphone","Low","Low","Non","Pire","Oui","Satisfait","Guinée","Maroc","Féminin","18-35 ans",3,"Non",NA,4,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",20000000,"Non","Non",NA,"Non"
"SMP","Par téléphone","Low","High","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans",1,"Non",NA,NA,"En espèces","Micro Business","Autre","Moi uniquement","Individual",13000000,"Ne sais pas/Ne se souvient pas","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Non","Pire","Oui","Satisfait","Guinée","Maroc","Féminin","18-35 ans",2,"Non",NA,4,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",13000000,"Non","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",2,"Non",NA,4,"En nature","Micro Business","Artisan-Ouvrier","Moi uniquement",NA,10000000,"Non","Oui","2","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Nigeria","Niger","Masculin","18-35 ans",0,"Non","Business development/management training",8,"En nature","Micro Business","Commerce","Moi uniquement","Individual",550000,"Oui","Oui","1","Oui Négativement"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",3,"Non","Non spécifié",NA,"En espèces","Micro Business","Elevage","Moi et membres de la communauté","Individual",13000000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Nigeria","Niger","Masculin","18-35 ans",1,"Oui","Business development/management training",10,"En nature","Micro Business","Commerce","Moi uniquement","Individual",379000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Très satisfait","Nigeria","Algerie","Masculin","18-35 ans",0,"Non",NA,10,"En nature","Micro Business","Commerce","Moi uniquement",NA,480000,"Oui","Oui","2","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Oui régulièrement","Pire","Oui","Très satisfait","Nigeria","Algerie","Masculin","18-35 ans",0,"Non","Business development/management training",2,"En nature","Micro Business","Commerce","Moi uniquement","Individual",482000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Nigeria","Algerie","Masculin","18-35 ans",0,"Non","Business development/management training",12,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",474000,"Oui","Oui","2","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Très satisfait","Nigeria","Algerie","Masculin","18-35 ans",2,"Non",NA,16,"En nature","Micro Business","Commerce","Moi uniquement",NA,400000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","High","Non","Identique","Partiellement","Satisfait","Cameroun","Algerie","Masculin","36-65 ans",5,"Non",NA,16,"En espèces","Micro Business","Restauration","Moi uniquement","Individual",800000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Nigeria","Mali","Féminin","36-65 ans",0,"Oui","Business development/management training",8,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",870000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Souhaite ne pas répondre","Oui","Très satisfait","Nigeria","Mali","Féminin","36-65 ans",0,"Oui","Business development/management training",16,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",800000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Souhaite ne pas répondre","Oui","Très satisfait","Nigeria","Lybie","Masculin","18-35 ans",3,"Non","Business development/management training",16,"En nature","Micro Business","Commerce","Moi uniquement","Individual",480000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","OK","Nigeria","Lybie","Masculin","18-35 ans",2,"Non","Business development/management training",NA,"En nature","Micro Business","Commerce","Moi uniquement","Individual",357,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","OK","Nigeria","Lybie","Masculin","18-35 ans",1,"Non","Business development/management training",NA,"En nature","Micro Business","Commerce","Moi uniquement","Individual",375,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Satisfait","Nigeria","Algerie","Masculin","18-35 ans",0,"Non","Business development/management training",12,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",465000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Très satisfait","Nigeria","Algerie","Masculin","18-35 ans",16,"Non","Business development/management training",20,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",396000,"Oui","Oui","2","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Oui","Très satisfait","Nigeria","Algerie","Masculin","18-35 ans",1,"Non",NA,16,"En nature","Micro Business","Commerce","Moi uniquement",NA,510000,"Oui","Oui","2","Non"
"SMP","Par téléphone","High","Low","Non","Pire","Oui","Satisfait","Guinée","Algerie","Masculin","18-35 ans",0,"Non","Business development/management training",4,"Mixte","Micro Business","Transport (Moto - Auto)","Moi et membres de la communauté","Individual",13000000,"Oui","Oui","1","Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans",4,"Non","Business development/management training",2,"Mixte","Micro Business","Transport (Moto - Auto)","Moi et membres de la communauté","Individual",13000000,"Oui","Oui","1","Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Maroc","Masculin","18-35 ans",2,"Non","Other",12,"Mixte","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","36-65 ans",0,"Non",NA,16,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",13000000,"Non","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Nigeria","Lybie","Masculin","18-35 ans",2,"Non",NA,4,"Mixte","Micro Business","Couture","Moi uniquement",NA,468000,"Oui","Oui","2","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Satisfait","Nigeria","Autre","Masculin","18-35 ans",3,"Non","Business development/management training",8,"En espèces","Micro Business","Commerce","Moi et membres de la communauté","Individual",508000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Satisfait","Nigeria","Algerie","Masculin","18-35 ans",0,"Non","Business development/management training",8,"En nature","Micro Business","Aviculture","Moi uniquement","Individual",470000,"Oui","Oui","2","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Partiellement","OK","Nigeria","Algerie","Masculin","18-35 ans",1,"Non","Business development/management training",15,"En nature","Micro Business","Commerce","Moi uniquement","Individual",510000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Très satisfait","Nigeria","Lybie","Masculin","36-65 ans",3,"Non","Business development/management training",6,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",508000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Pas satisfait","Nigeria","Algerie","Masculin","18-35 ans",28,"Non","Business development/management training",13,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",534000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Nigeria","Niger","Féminin","18-35 ans",1,"Non","Business development/management training",6,"En espèces","Micro Business","Commerce","Moi avec des migrants de retour","Individual",482000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Très satisfait","Nigeria","Lybie","Masculin","18-35 ans",1,"Non","Business development/management training",19,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",417000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Satisfait","Nigeria","Algerie","Masculin","18-35 ans",3,"Oui",NA,12,"En nature","Micro Business","Agriculture","Moi uniquement",NA,450000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Très satisfait","Nigeria","Algerie","Masculin","18-35 ans",0,"Oui","Business development/management training",14,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",443000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Satisfait","Nigeria","Lybie","Masculin","18-35 ans",2,"Non","Business development/management training",10,"En nature","Micro Business","Commerce","Moi uniquement","Individual",491000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Ne sait pas","Oui","Très satisfait","Nigeria","Lybie","Masculin","18-35 ans",0,"Oui","Business development/management training",14,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",532000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Ne sait pas","Oui","Très satisfait","Nigeria","Algerie","Masculin","18-35 ans",0,"Non","Business development/management training",12,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",450000,"Oui","Oui","3","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Satisfait","Nigeria","Niger","Masculin","18-35 ans",2,"Non","Business development/management training",20,"En nature","Micro Business","Commerce","Moi uniquement","Individual",482000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Nigeria","Niger","Féminin","18-35 ans",1,"Oui","Business development/management training",12,"En nature","Micro Business","Commerce","Moi uniquement","Individual",690000,"Oui","Non",NA,"Non"
"SMP","Bureau OIM","High","High","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans",1,"Non","Business development/management training",4,"Mixte","Micro Business","Transport (Moto - Auto)","Moi et membres de la communauté","Individual",13000000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Nigeria","Lybie","Féminin","18-35 ans",1,"Non","Business development/management training",12,"En espèces","Micro Business","Commerce","Moi avec des migrants de retour","Individual",500000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",1,"Non",NA,2,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",13000000,"Non","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","High","Non","Pire","Oui","Satisfait","Nigeria","Lybie","Masculin","18-35 ans",1,"Non",NA,12,"En nature","Micro Business","Commerce","Moi uniquement",NA,498000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Satisfait","Nigeria","Lybie","Masculin","18-35 ans",2,"Oui","Business development/management training",20,"En espèces","Micro Business","Commerce","Moi et membres de la communauté","Individual",470000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Oui irrégulièrement","Pire","Non","OK","Nigeria","Lybie","Masculin","18-35 ans",2,"Non","Business development/management training",12,"En nature","Micro Business","Commerce","Moi uniquement","Individual",480000,"Oui","Oui","2","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Satisfait","Nigeria","Autre","Masculin","18-35 ans",2,"Non",NA,12,"En espèces","Micro Business","Commerce","Moi uniquement",NA,370000,"Oui","Oui","2","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Satisfait","Nigeria","Lybie","Masculin","18-35 ans",2,"Non","Business development/management training",12,"En nature","Micro Business","Commerce","Moi uniquement","Individual",509000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Nigeria","Lybie","Masculin","36-65 ans",0,"Non",NA,8,"Mixte","Micro Business","Artisan-Ouvrier","Moi uniquement","Individual",560000,"Oui","Oui","4 et plus","Non"
"SMP","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","36-65 ans",4,"Non",NA,2,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",13000000,"Non","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Satisfait","Nigeria","Algerie","Masculin","18-35 ans",1,"Non","Business development/management training",12,"En nature","Micro Business","Commerce","Moi uniquement","Individual",480000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Identique","Oui","Satisfait","Nigeria","Lybie","Masculin","18-35 ans",2,"Non","Business development/management training",5,"Mixte","Micro Business","Couture","Moi uniquement","Individual",468000,"Oui","Oui","2","Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",6,"Non",NA,9,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement",NA,10000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",6,"Non",NA,10,"En nature","Micro Business","Transport (Moto - Auto)","Moi et membres de la communauté",NA,10000000,"Oui","Oui","1","Non"
"SMP","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Nigeria","Lybie","Féminin","18-35 ans",0,"Oui","Business development/management training",12,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",680000,"Oui","Oui","1","Oui Négativement"
"SMP","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Nigeria","Algerie","Masculin","18-35 ans",0,"Non","Business development/management training",8,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",470000,"Oui","Oui","1","Non"
"SMP","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Nigeria","Lybie","Masculin","18-35 ans",0,"Non","Business development/management training",12,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",500000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Oui irrégulièrement","Pire","Oui","OK","Nigeria","Lybie","Féminin","18-35 ans",0,"Oui",NA,12,"En espèces","Micro Business","Commerce","Moi uniquement",NA,680000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Très satisfait","Nigeria","Niger","Masculin","36-65 ans",11,"Oui",NA,NA,"En nature","Micro Business","Aviculture","Moi uniquement","Individual",NA,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","18-35 ans",2,"Non",NA,4,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement",NA,13500000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","High","Non","Pire","Oui","Satisfait","Gambie","Algerie","Masculin","18-35 ans",0,"Non",NA,12,"En nature","Micro Business","Commerce","Moi uniquement",NA,60000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Oui régulièrement","Ne sait pas","Non","Très satisfait","Gambie","Autre","Masculin","18-35 ans",3,"Non",NA,3,"En nature","Micro Business","Commerce","Moi uniquement","Individual",60000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Oui régulièrement","Ne sait pas","Partiellement","Très satisfait","Gambie","Autre","Masculin","18-35 ans",3,"Non",NA,4,"En nature","Micro Business","Commerce","Moi uniquement","Individual",60000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Oui régulièrement","Ne sait pas","Non","Satisfait","Gambie","Autre","Masculin","18-35 ans",3,"Non",NA,5,"En nature","Micro Business","Commerce","Moi uniquement","Individual",59000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Oui régulièrement","Ne sait pas","Oui","Très satisfait","Gambie","Lybie","Masculin","18-35 ans",3,"Non",NA,5,"En nature","Micro Business","Commerce","Moi uniquement","Individual",60000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Oui régulièrement","Ne sait pas","Oui","Très satisfait","Gambie","Lybie","Masculin","+65 ans",4,"Non",NA,4,"En nature","Micro Business","Restauration","Moi avec des migrants de retour","Collective",60000,"Oui","Non",NA,"Non"
