"ID_1","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","TrainingType","TrainingDuration","DateOfReturn","ReintegrationDate","ReturnToReintegration","AssistanceDuration"
"NE1019X018931X1","2022-07-19","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",1,"En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2018/03/02 00:00:00","2021-07-06",1222,378
"NE1022X001212","2022-07-20","Par téléphone","High","High","No","Ne sait pas","Oui","Satisfait","Autre","Niger","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2022/02/10 00:00:00","2022-04-23",72,88
"NE1022X001215","2022-07-20","Par téléphone","Low","Low","No","Ne sait pas","Oui","Très satisfait","Autre","Niger","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2022/02/10 00:00:00","2022-04-23",72,88
"NE1019X066943X1","2022-07-20","Par téléphone","Low","High","Yes","Pire","Non","Très satisfait","Guinée","Niger","Masculin","14-35",4,"En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2019/10/09 00:00:00","2021-04-30",569,446
"CH5021X005175X1","2022-07-20","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","36+",2,"En espèces","Commerce","Moi et d'autres","Non","Non","0","Non","Oui","None",0,"2021/08/05 00:00:00","2021-10-07",63,286
"CH5021X014998X1","2022-07-20","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Non","Autre","1+","Non","Oui","None",0,"2021/12/16 00:00:00","2022-06-20",186,30
"EG10197FA4A5C41EB3","2022-07-20","Par téléphone","Low","High","No","Pire","Oui","Satisfait","Guinée","Algerie","Masculin","14-35",2,"En nature","Transport","Moi uniquement","Non","Non","0","Non","Non","None",0,"2019/12/24 00:00:00","2021-03-31",463,476
"NE1021X053545X1","2022-07-19","Terrain/bureau OIM","High","Low","No","Identique","N/A (retour non volontaire)","Très satisfait","Burkina Faso","Algerie","Masculin","14-35",2,"Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",6,"2021/12/15 00:00:00","2022-08-18",246,112
"CH1022X002049X1","2022-07-20","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",3,"Mixte","Commerce","Moi et d'autres","Non","Autre","1","Non","Oui","None",0,"2022/03/03 00:00:00","2022-07-20",139,0
"NE1019X021530X1","2022-07-20","Par téléphone","Low","Low","No","Mieux","Oui","Satisfait","Guinée","Niger","Masculin","14-35",0,"En nature","Elevage","Moi et d'autres","Oui","Autre","1+","Oui","Oui","None",0,"2018/05/18 00:00:00","2021-02-18",1007,517
"NE1021X053539X1","2022-07-20","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","14-35",0,"En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui","Other",6,"2021/12/15 00:00:00","2022-11-18",338,112
"CH1022X003956X1","2022-07-20","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",3,"2022/03/17 00:00:00","2022-06-21",96,29
"NE1021X050481X1","2022-07-20","Terrain/bureau OIM","Low","Low","No","Pire","N/A (retour non volontaire)","Satisfait","Burkina Faso","Algerie","Masculin","14-35",1,"Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",6,"2021/11/04 00:00:00","2022-10-19",349,112
NA,"2022-07-20","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Autre","Niger","Féminin","36+",1,"En nature","Autre","Moi uniquement","Oui","Non","0","Non","Non","None",0,NA,NA,214,112
"NE1019X022073X1","2022-07-20","Par téléphone","Low","High","No","Pire","Partiellement","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"En espèces","Transport","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2018/05/22 00:00:00","2021-10-07",1234,286
"LY1021795B01C723BE","2022-07-20","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","36+",5,"Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/11/23 00:00:00","2022-02-15",84,155
"ML1021F390445BD720","2022-07-20","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Guinée","Algerie","Féminin","14-35",1,"Mixte","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/12/06 00:00:00","2022-03-18",102,124
"CH1022X000634X1","2022-07-20","Par téléphone","High","High","No","Mieux","Oui","Satisfait","Guinée","Niger","Masculin","14-35",1,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2022/01/20 00:00:00","2022-03-07",46,135
"CH1022X007688X1","2022-07-20","Par téléphone","Low","Low","Yes","Ne sait pas","Partiellement","Très satisfait","Guinée","Niger","Masculin","14-35",0,"En espèces","Autre","Moi et d'autres","Non","Autre","1+","Non","Oui","None",0,"2022/03/23 00:00:00","2022-07-26",125,112
"DZ10210D3509A98056","2022-07-20","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","14-35",3,"En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/07/02 00:00:00","2022-06-08",341,42
NA,"2022-07-20","Par téléphone","High","High","No","Ne sait pas","Oui","Très satisfait","Guinée","Lybie","Masculin","14-35",2,"En nature","Autre","Moi uniquement","Oui","Autre","1+","Oui","Oui","None",0,NA,NA,214,112
"CH5021X005450X1","2022-07-20","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"En espèces","Commerce","Moi et d'autres","Non","Non","0","Non","Oui","None",0,"2021/08/12 00:00:00","2021-10-07",56,286
"CH1022X009626X1","2022-07-20","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2022/04/12 00:00:00","2022-07-20",99,0
"LY10213D8F0130B8EC","2022-07-20","Terrain/bureau OIM","High","Low","No","Identique","Non","Satisfait","Burkina Faso","Lybie","Masculin","14-35",0,"En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Non","Other",3,"2021/11/23 00:00:00","2022-09-15",296,112
"NE1022X002652","2022-07-20","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",1,"En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",5,"2022/04/07 00:00:00","2022-06-26",80,24
"DZ1021C6B3D975642D","2022-07-20","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/11/29 00:00:00","2022-02-28",91,142
"CH1022X003486X1","2022-07-20","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",1,"Mixte","Transport","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2022/03/10 00:00:00","2022-06-13",95,37
"CH1022X003935","2022-07-20","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",2,"Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",3,"2022/03/17 00:00:00","2022-06-21",96,29
"NE1020C85BDCF94169","2022-07-20","Par téléphone","Low","Low","No","Identique","Oui","Satisfait","Burkina Faso","Niger","Masculin","14-35",0,"En espèces","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2020/10/21 00:00:00","2022-07-07",624,13
"CH1022X001125X1","2022-07-20","Par téléphone","High","Low","No","Identique","Oui","Satisfait","Guinée","Niger","Masculin","14-35",1,"En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2022/02/10 00:00:00","2022-06-10",120,40
"CH5021X010534X1","2022-07-20","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/10/14 00:00:00","2021-11-30",47,232
"DZ1021005175","2022-07-20","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"Mixte","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui","Business/management",3,"2022/03/08 00:00:00","2022-06-10",94,40
"LY1021B645F9A00166","2022-07-20","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Guinée","Lybie","Masculin","14-35",2,"Mixte","Transport","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2022/01/31 00:00:00","2022-06-13",133,37
"MR10210A0251529C8E","2022-07-20","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Autre","Féminin","14-35",2,"Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/12/17 00:00:00","2022-09-14",271,112
NA,"2022-07-20","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Autre","Féminin","14-35",11,"Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,NA,NA,214,112
"MA10189D9E63F811E5","2022-07-21","Par téléphone","High","High","No","Mieux","Oui","Satisfait","Guinée","Lybie","Féminin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Autre","1+","Oui","Oui","None",0,"2018/01/11 00:00:00","2021-06-23",1259,393
"MA10222FEF0A92C4D5","2022-07-20","Par téléphone","High","Low","Yes","Pire","Oui","Satisfait","Guinée","Maroc","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2022/04/21 00:00:00","2022-07-20",90,0
"LY102103A11BB582B3","2022-07-20","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Burkina Faso","Lybie","Masculin","14-35",3,"Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",6,"2021/11/23 00:00:00","2022-10-19",330,112
"LY1021C032BEABACF7","2022-07-21","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Burkina Faso","Lybie","Masculin","36+",0,"Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",6,"2021/11/23 00:00:00","2022-08-18",268,112
"NE1020X015387X1","2022-07-21","Par téléphone","Low","Low","No","Pire","Non","Satisfait","Guinée","Niger","Masculin","14-35",1,"En nature","Autre","Moi et d'autres","Non","Autre","1+","Non","Non","None",0,"2020/03/15 00:00:00","2021-03-31",381,477
"CH5021X014977","2022-07-21","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Non","Business/management",7,"2021/12/16 00:00:00","2022-06-14",180,37
"TN10210241CE80BDAD","2022-07-21","Par téléphone","Low","Low","No","Pire","Non","Satisfait","Guinée","Autre","Masculin","14-35",3,"Mixte","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/11/16 00:00:00","2022-03-23",127,120
NA,"2022-07-21","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Guinée","Lybie","Masculin","14-35",2,"En nature","Elevage","Moi uniquement","Oui","Autre","1+","Non","Oui","None",0,NA,NA,214,112
"NE1021X050486X1","2022-07-21","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Satisfait","Burkina Faso","Algerie","Masculin","14-35",0,"Mixte","Autre","Moi uniquement","Oui","Non","0","Non","Non","Business/management",6,"2021/11/04 00:00:00","2022-10-19",349,112
"CH5021X014966","2022-07-21","Par téléphone","High","High","Yes","Pire","Non","Satisfait","Guinée","Algerie","Masculin","14-35",3,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Non","None",0,"2021/12/16 00:00:00","2022-05-11",146,71
"CH1022X003380X1","2022-07-21","Par téléphone","Low","Low","No","Pire","Non","Satisfait","Guinée","Niger","Masculin","14-35",2,"Mixte","Transport","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2022/03/10 00:00:00","2022-06-13",95,38
"DZ1021BCA5B2465D34","2022-07-21","Par téléphone","High","High","No","Pire","Oui","Satisfait","Guinée","Algerie","Masculin","14-35",2,"Mixte","Autre","Moi et d'autres","Non","Autre","1+","Non","Oui","None",0,"2021/12/13 00:00:00","2022-03-23",100,120
"CH1022X003355X1","2022-07-21","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",1,"Mixte","Transport","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2022/03/10 00:00:00","2022-06-13",95,38
"LY102187A257B6ACAE","2022-07-21","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Satisfait","Burkina Faso","Lybie","Masculin","14-35",2,"Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",6,"2021/11/23 00:00:00","2022-12-29",401,112
"NE1019X070850","2022-07-21","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",4,"En espèces","Autre","Moi et d'autres","Oui","Autre","1+","Non","Oui","None",0,"2019/11/05 00:00:00","2021-11-30",756,233
"NE1019X026075X1","2022-07-21","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",3,"En espèces","Autre","Moi et d'autres","Non","Non","0","Non","Oui","None",0,"2018/11/27 00:00:00","2021-08-24",1001,331
"NE1021X002106X1","2022-07-21","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"Mixte","Transport","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/02/16 00:00:00","2021-04-30",73,447
"LY10213DD9398BB71D","2022-07-21","Terrain/bureau OIM","High","Low","No","Pire","Non","Satisfait","Burkina Faso","Lybie","Masculin","36+",2,"Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",6,"2021/11/23 00:00:00","2022-08-25",275,112
"LY1020B74E36A1FCCA","2022-07-21","Terrain/bureau OIM","High","Low","No","Identique","Oui","Satisfait","Burkina Faso","Lybie","Masculin","14-35",6,"Mixte","Elevage","Moi uniquement","Oui","Autre","0","Non","Oui","Business/management",6,"2021/11/23 00:00:00","2022-11-18",360,112
"CH1022X001120X1","2022-07-21","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Guinée","Maroc","Masculin","14-35",2,"Mixte","Transport","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2022/02/10 00:00:00","2022-06-13",123,38
"CH5021X012686","2022-07-21","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",1,"Mixte","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui","Other",3,"2021/12/02 00:00:00","2022-05-27",176,55
"LY10216DDB41D04CDD","2022-07-21","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Lybie","Masculin","14-35",6,"Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",6,"2021/11/23 00:00:00","2022-08-17",267,112
NA,"2022-07-21","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",5,"Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,NA,NA,214,112
"CH5021X015035","2022-07-21","Par téléphone","High","High","No","Pire","Partiellement","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"En espèces","Transport","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/12/16 00:00:00","2022-03-10",84,133
"NE1021X053537X1","2022-07-21","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Burkina Faso","Niger","Masculin","14-35",0,"En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",3,"2021/12/15 00:00:00","2022-07-22",219,112
"NE1021X050482X1","2022-07-21","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Burkina Faso","Niger","Masculin","14-35",1,"En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",3,"2021/11/04 00:00:00","2022-07-22",260,112
NA,"2022-07-21","Par téléphone","High","High","No","Mieux","Oui","Satisfait","Guinée","Algerie","Masculin","14-35",0,"Mixte","Commerce","Moi et d'autres","Non","Autre","1","Non","Oui","None",0,NA,NA,214,112
"CH5021X012636X1","2022-07-21","Par téléphone","High","High","No","Ne sait pas","Partiellement","Satisfait","Guinée","Algerie","Masculin","14-35",3,"En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui","Other",3,"2021/12/02 00:00:00","2022-06-22",202,29
"CH1022X000621","2022-07-22","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2022/01/20 00:00:00","2022-06-21",152,31
"CH5021X015050","2022-07-21","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Non","None",0,"2021/12/16 00:00:00","2022-06-21",187,30
"NE1021X053538X1","2022-07-21","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Pas satisfait","Burkina Faso","Algerie","Masculin","14-35",0,"Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",6,"2021/12/15 00:00:00","2022-08-17",245,112
"CH5021X010483X1","2022-07-22","Par téléphone","Low","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"En espèces","Transport","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/10/14 00:00:00","2021-12-29",76,205
"MA101967C02A77C959","2022-07-22","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Guinée","Maroc","Masculin","14-35",5,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2019/02/08 00:00:00","2021-03-31",782,478
"MA10219309C2BDB26A","2022-07-22","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",3,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui","Other",3,"2021/11/12 00:00:00","2022-05-27",196,56
"DZ1021C250450FC27B","2022-07-22","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",3,"En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/10/21 00:00:00","2021-12-30",70,204
"MA1021004475","2022-07-22","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Guinée","Maroc","Masculin","14-35",3,"Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",3,"2021/11/26 00:00:00","2022-06-10",196,42
"NE1019X038363X1","2022-07-22","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",1,"En espèces","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui","None",0,"2019/06/12 00:00:00","2021-12-30",932,204
"CH5020X009746X1","2022-07-22","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",1,"En nature","Transport","Moi et d'autres","Non","Autre","1","Non","Oui","None",0,"2020/12/03 00:00:00","2021-03-31",118,478
"CH5020X004185X1","2022-07-23","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",4,"En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/07/28 00:00:00","2021-02-25",212,513
"LY1021002084","2022-07-23","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Autre","Lybie","Féminin","14-35",2,"En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Non","Business/management",5,"2021/11/16 00:00:00","2022-04-14",149,100
NA,"2022-07-23","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","14-35",1,"En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui","None",0,NA,NA,214,112
"CH5021X011634","2022-07-23","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",1,"Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui","Other",3,"2021/11/11 00:00:00","2022-05-27",197,57
"CH5021X011642","2022-07-23","Terrain/bureau OIM","High","Low","No","Pire","Partiellement","Satisfait","Guinée","Niger","Masculin","14-35",3,"Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui","Other",3,"2021/11/11 00:00:00","2022-05-27",197,57
"NE1019X032673X1","2022-07-23","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Guinée","Niger","Masculin","14-35",4,"En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2019/04/18 00:00:00","2021-12-29",986,206
"DZ1021E9AF5BC2E901","2022-07-23","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",0,"En espèces","Transport","Moi uniquement","Non","Autre","1","Non","Oui","None",0,"2021/10/21 00:00:00","2021-12-30",70,205
"CH5021X010512X1","2022-07-23","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",5,"En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/10/14 00:00:00","2021-12-30",77,205
"NE1019X028937X1","2022-07-23","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",5,"En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2018/05/27 00:00:00","2021-12-29",1312,206
NA,"2022-07-24","Par téléphone","High","High","No","Pire","Oui","OK","Autre","Lybie","Masculin","14-35",2,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui","None",0,NA,NA,214,112
"LY1021002696","2022-07-24","Par téléphone","Low","Low","No","Pire","Oui","OK","Autre","Lybie","Féminin","14-35",4,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",5,"2021/11/03 00:00:00","2022-04-13",161,102
"CH5021X011930X1","2022-07-24","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",2,"En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui","Business/management",8,"2021/11/18 00:00:00","2022-05-13",176,72
"DZ10219D40F7CF3C8C","2022-07-24","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"En nature","Transport","Moi et d'autres","Oui","Autre","1","Non","Non","Business/management",4,"2021/11/29 00:00:00","2022-07-04",217,20
NA,"2022-07-24","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Non","None",0,NA,NA,214,112
"CH5021X012749X1","2022-07-24","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",8,"2021/12/02 00:00:00","2022-05-13",162,72
"LY1021007769","2022-07-25","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Autre","Lybie","Féminin","14-35",2,"En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Non","Business/management",5,"2021/11/03 00:00:00","2022-03-15",132,132
"LY1021009517","2022-07-24","Par téléphone","High","Low","No","Pire","Oui","OK","Autre","Lybie","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",5,"2022/01/25 00:00:00","2022-04-26",91,89
NA,"2022-07-22","Terrain/bureau OIM","Low","High","No","Pire","Oui","Satisfait","Burkina Faso","Lybie","Féminin","14-35",6,"En espèces","Autre","Moi uniquement","Oui","Non","0","Non","Oui","None",0,NA,NA,214,112
"LY1021002158","2022-07-24","Par téléphone","High","Low","No","Pire","Oui","OK","Autre","Lybie","Masculin","14-35",5,"En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",5,"2021/11/16 00:00:00","2022-03-28",132,118
"CH1022X003931X1","2022-07-25","Terrain/bureau OIM","High","High","No","Pire","Non","Très satisfait","Guinée","Algerie","Masculin","14-35",2,"Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",4,"2022/03/17 00:00:00","2022-06-29",104,26
NA,"2022-07-22","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Non","None",0,NA,NA,214,112
"CH5021X011647X1","2022-07-25","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",2,"Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",3,"2021/11/11 00:00:00","2022-06-10",211,45
"CH1022X001131","2022-07-22","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Guinée","Algerie","Masculin","14-35",0,"En espèces","Autre","Moi uniquement","Oui","Autre","0","Non","Oui","None",0,"2022/02/10 00:00:00","2022-10-03",235,112
"MA1018002497","2022-07-25","Par téléphone","Low","Low","Yes","Pire","Oui","Très satisfait","Guinée","Maroc","Masculin","14-35",1,"En espèces","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2018/07/27 00:00:00","2021-12-29",1251,208
"MA1021005410","2022-07-25","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Commerce","Moi et d'autres","Oui","Autre","1+","Non","Oui","None",0,"2022/03/25 00:00:00","2022-05-10",46,76
"CH1022X001476","2022-07-25","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","36+",0,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2022/02/17 00:00:00","2022-03-31",42,116
"NE1019X074208","2022-07-25","Par téléphone","High","High","No","Identique","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",2,"En espèces","Commerce","Moi et d'autres","Oui","Autre","1+","Non","Oui","None",0,"2019/11/20 00:00:00","2021-11-26",737,241
"CH1022X007594X1","2022-07-25","Terrain/bureau OIM","High","High","Yes","Pire","Partiellement","Satisfait","Guinée","Algerie","Masculin","14-35",2,"Mixte","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui","Business/management",3,"2022/03/23 00:00:00","2022-06-21",90,34
"DZ102121888DA8AF01","2022-07-25","Par téléphone","High","Low","No","Ne sait pas","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"En nature","Elevage","Moi et d'autres","Non","Non","0","Non","Oui","None",0,"2021/12/13 00:00:00","2022-07-01",200,24
"CH5022X000354","2022-07-25","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",5,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui","Business/management",34,"2022/01/27 00:00:00","2022-06-08",132,47
"LY1021003226","2022-07-25","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Sénégal","Lybie","Féminin","36+",4,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/11/09 00:00:00","2022-02-15",98,160
